cell_identity,state,source_member,family,exposure_role,system,seed,typed_failure,n_candidates,verdict_slots,n_successes,successful_ordinals,chosen_ordinal,chosen_predicted_cost,chosen_in_success_band,top1_hit,top3_hit,chance_top1,chance_top3,auc,spearman_ordinal,spearman_drag_x,spearman_drag_y,bound_issue87_only,first_shot_success_issue87_only,arm,drag_x,drag_y,radius,angle_deg
decision--continuous-fixed-h5--seed20260910--issue-77-n1-006--grid,issue-77-n1-006-a05,issue-77-n1-006,type010103,training,continuous-fixed-h5,20260910,False,16,16,1,6,15,43.840027987957,True,False,False,0.0625,0.1875,0.4666666666666667,-0.9264705882352942,0.8124943438717155,-0.5699587188353825,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-006--grid,issue-77-n1-006-a05,issue-77-n1-006,type010103,training,hybrid-fixed-h1,20260908,False,16,16,1,6,3,55.72884786128998,False,False,False,0.0625,0.1875,0.6666666666666666,0.0,-0.24253562503633297,-0.9701425001453319,True,False,grid,-40,80,89.44271909999159,63.43494882292201
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-006--grid,issue-77-n1-006-a05,issue-77-n1-006,type010103,training,hybrid-fixed-h1,20260909,False,16,16,1,6,15,83.72840249538422,True,False,False,0.0625,0.1875,0.6,-0.4705882352941176,0.24253562503633297,-0.9701425001453319,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--hybrid-fixed-h1--seed20260910--issue-77-n1-006--grid,issue-77-n1-006-a05,issue-77-n1-006,type010103,training,hybrid-fixed-h1,20260910,False,16,16,1,6,15,85.19495433568954,True,False,False,0.0625,0.1875,0.4666666666666667,-0.9264705882352942,0.8124943438717155,-0.5699587188353825,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h1--seed20260908--issue-77-n1-006--offset,issue-77-n1-006-a05,issue-77-n1-006,type010103,training,continuous-fixed-h1,20260908,False,11,11,1,3,8,97.24477314949036,False,False,False,0.09090909090909091,0.2727272727272727,0.3,-0.881818181818182,-0.881818181818182,-0.881818181818182,True,False,offset,-34,72,79.62411694957753,64.72227776444704
decision--continuous-fixed-h1--seed20260909--issue-77-n1-006--offset,issue-77-n1-006-a05,issue-77-n1-006,type010103,training,continuous-fixed-h1,20260909,False,11,11,1,3,5,116.39596140384674,True,False,False,0.09090909090909091,0.2727272727272727,0.7,0.13636363636363638,0.13636363636363638,0.13636363636363638,True,False,offset,-58,55,79.93122043357026,43.47923033885623
decision--continuous-fixed-h1--seed20260910--issue-77-n1-006--offset,issue-77-n1-006-a05,issue-77-n1-006,type010103,training,continuous-fixed-h1,20260910,False,11,11,1,3,6,102.25287157297134,True,False,False,0.09090909090909091,0.2727272727272727,0.5,-0.36363636363636365,-0.36363636363636365,-0.36363636363636365,True,False,offset,-51,62,80.2807573457052,50.55994726330954
decision--continuous-fixed-h5--seed20260908--issue-77-n1-006--offset,issue-77-n1-006-a05,issue-77-n1-006,type010103,training,continuous-fixed-h5,20260908,False,11,11,1,3,9,97.18816363811493,False,False,False,0.09090909090909091,0.2727272727272727,0.3,-0.9454545454545454,-0.9454545454545454,-0.9454545454545454,True,False,offset,-25,76,80.00624975587844,71.79151552941917
decision--continuous-fixed-h5--seed20260909--issue-77-n1-006--offset,issue-77-n1-006-a05,issue-77-n1-006,type010103,training,continuous-fixed-h5,20260909,False,11,11,1,3,6,139.38437283039093,True,False,False,0.09090909090909091,0.2727272727272727,0.5,-0.36363636363636365,-0.36363636363636365,-0.36363636363636365,True,False,offset,-51,62,80.2807573457052,50.55994726330954
decision--continuous-fixed-h5--seed20260910--issue-77-n1-006--offset,issue-77-n1-006-a05,issue-77-n1-006,type010103,training,continuous-fixed-h5,20260910,False,11,11,1,3,6,59.12554544210434,True,False,False,0.09090909090909091,0.2727272727272727,0.4,-0.5454545454545455,-0.5454545454545455,-0.5454545454545455,True,False,offset,-51,62,80.2807573457052,50.55994726330954
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-006--offset,issue-77-n1-006-a05,issue-77-n1-006,type010103,training,hybrid-fixed-h1,20260908,False,11,11,1,3,10,55.699773013591766,False,False,False,0.09090909090909091,0.2727272727272727,0.3,-1.0,-1.0,-1.0,True,False,offset,-16,78,79.62411694957753,78.40782458970894
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-006--offset,issue-77-n1-006-a05,issue-77-n1-006,type010103,training,hybrid-fixed-h1,20260909,False,11,11,1,3,10,86.11538273096085,False,False,False,0.09090909090909091,0.2727272727272727,0.3,-1.0,-1.0,-1.0,True,False,offset,-16,78,79.62411694957753,78.40782458970894
decision--hybrid-fixed-h1--seed20260910--issue-77-n1-006--offset,issue-77-n1-006-a05,issue-77-n1-006,type010103,training,hybrid-fixed-h1,20260910,False,11,11,1,3,6,88.74073976278305,True,False,False,0.09090909090909091,0.2727272727272727,0.4,-0.5454545454545455,-0.5454545454545455,-0.5454545454545455,True,False,offset,-51,62,80.2807573457052,50.55994726330954
decision--continuous-fixed-h1--seed20260908--issue-77-n1-007--grid,issue-77-n1-007-a05,issue-77-n1-007,type010103,calibration,continuous-fixed-h1,20260908,False,16,16,1,7,15,82.80625200271606,True,False,False,0.0625,0.1875,0.8,-0.75,0.5699587188353825,-0.8124943438717155,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h1--seed20260909--issue-77-n1-007--grid,issue-77-n1-007-a05,issue-77-n1-007,type010103,calibration,continuous-fixed-h1,20260909,False,16,16,1,7,15,90.62339967489243,True,False,False,0.0625,0.1875,0.6,-0.9558823529411766,0.8610014688789821,-0.49719803132448265,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h1--seed20260910--issue-77-n1-007--grid,issue-77-n1-007-a05,issue-77-n1-007,type010103,calibration,continuous-fixed-h1,20260910,False,16,16,1,7,15,73.33368331193924,True,False,False,0.0625,0.1875,0.6,-0.9558823529411766,0.8610014688789821,-0.49719803132448265,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h5--seed20260908--issue-77-n1-007--grid,issue-77-n1-007-a05,issue-77-n1-007,type010103,calibration,continuous-fixed-h5,20260908,False,16,16,1,7,15,92.06984931230545,True,False,False,0.0625,0.1875,0.8,-0.75,0.5699587188353825,-0.8124943438717155,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h5--seed20260909--issue-77-n1-007--grid,issue-77-n1-007-a05,issue-77-n1-007,type010103,calibration,continuous-fixed-h5,20260909,False,16,16,1,7,15,83.22549217939377,True,False,False,0.0625,0.1875,0.6666666666666666,-0.9264705882352942,0.8124943438717155,-0.5699587188353825,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h5--seed20260910--issue-77-n1-007--grid,issue-77-n1-007-a05,issue-77-n1-007,type010103,calibration,continuous-fixed-h5,20260910,False,16,16,1,7,15,0.6516265869140625,True,False,False,0.0625,0.1875,0.6666666666666666,-0.9264705882352942,0.8124943438717155,-0.5699587188353825,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-007--grid,issue-77-n1-007-a05,issue-77-n1-007,type010103,calibration,hybrid-fixed-h1,20260908,False,16,16,1,7,3,58.86358958482742,False,False,True,0.0625,0.1875,0.9333333333333333,0.0,-0.24253562503633297,-0.9701425001453319,True,False,grid,-40,80,89.44271909999159,63.43494882292201
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-007--grid,issue-77-n1-007-a05,issue-77-n1-007,type010103,calibration,hybrid-fixed-h1,20260909,False,16,16,1,7,15,67.55133509635925,True,False,True,0.0625,0.1875,0.8666666666666667,-0.4705882352941176,0.24253562503633297,-0.9701425001453319,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--hybrid-fixed-h1--seed20260910--issue-77-n1-007--grid,issue-77-n1-007-a05,issue-77-n1-007,type010103,calibration,hybrid-fixed-h1,20260910,False,16,16,1,7,15,66.78264224529266,True,False,True,0.0625,0.1875,0.8666666666666667,-0.4705882352941176,0.24253562503633297,-0.9701425001453319,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h1--seed20260908--issue-77-n1-007--offset,issue-77-n1-007-a05,issue-77-n1-007,type010103,calibration,continuous-fixed-h1,20260908,False,11,11,1,5,8,85.90494924783707,False,False,False,0.09090909090909091,0.2727272727272727,0.5,-0.9,-0.9,-0.9,True,False,offset,-34,72,79.62411694957753,64.72227776444704
decision--continuous-fixed-h1--seed20260909--issue-77-n1-007--offset,issue-77-n1-007-a05,issue-77-n1-007,type010103,calibration,continuous-fixed-h1,20260909,False,11,11,1,5,5,95.0515569448471,True,True,True,0.09090909090909091,0.2727272727272727,1.0,0.13636363636363638,0.13636363636363638,0.13636363636363638,True,True,offset,-58,55,79.93122043357026,43.47923033885623
decision--continuous-fixed-h1--seed20260910--issue-77-n1-007--offset,issue-77-n1-007-a05,issue-77-n1-007,type010103,calibration,continuous-fixed-h1,20260910,False,11,11,1,5,6,77.2998930811882,True,False,True,0.09090909090909091,0.2727272727272727,0.9,-0.14545454545454548,-0.14545454545454548,-0.14545454545454548,True,False,offset,-51,62,80.2807573457052,50.55994726330954
decision--continuous-fixed-h5--seed20260908--issue-77-n1-007--offset,issue-77-n1-007-a05,issue-77-n1-007,type010103,calibration,continuous-fixed-h5,20260908,False,11,11,1,5,9,103.27150535583496,False,False,False,0.09090909090909091,0.2727272727272727,0.5,-0.9454545454545454,-0.9454545454545454,-0.9454545454545454,True,False,offset,-25,76,80.00624975587844,71.79151552941917
decision--continuous-fixed-h5--seed20260909--issue-77-n1-007--offset,issue-77-n1-007-a05,issue-77-n1-007,type010103,calibration,continuous-fixed-h5,20260909,False,11,11,1,5,6,98.62971717119217,True,False,True,0.09090909090909091,0.2727272727272727,0.8,-0.5454545454545455,-0.5454545454545455,-0.5454545454545455,True,False,offset,-51,62,80.2807573457052,50.55994726330954
decision--continuous-fixed-h5--seed20260910--issue-77-n1-007--offset,issue-77-n1-007-a05,issue-77-n1-007,type010103,calibration,continuous-fixed-h5,20260910,False,11,11,1,5,6,15.505914494395256,True,False,True,0.09090909090909091,0.2727272727272727,0.9,-0.36363636363636365,-0.36363636363636365,-0.36363636363636365,True,False,offset,-51,62,80.2807573457052,50.55994726330954
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-007--offset,issue-77-n1-007-a05,issue-77-n1-007,type010103,calibration,hybrid-fixed-h1,20260908,False,11,11,1,5,10,58.81261557340622,False,False,False,0.09090909090909091,0.2727272727272727,0.5,-1.0,-1.0,-1.0,True,False,offset,-16,78,79.62411694957753,78.40782458970894
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-007--offset,issue-77-n1-007-a05,issue-77-n1-007,type010103,calibration,hybrid-fixed-h1,20260909,False,11,11,1,5,10,69.65905505418777,False,False,False,0.09090909090909091,0.2727272727272727,0.5,-1.0,-1.0,-1.0,True,False,offset,-16,78,79.62411694957753,78.40782458970894
decision--hybrid-fixed-h1--seed20260910--issue-77-n1-007--offset,issue-77-n1-007-a05,issue-77-n1-007,type010103,calibration,hybrid-fixed-h1,20260910,False,11,11,1,5,10,68.95809763669968,False,False,False,0.09090909090909091,0.2727272727272727,0.5,-1.0,-1.0,-1.0,True,False,offset,-16,78,79.62411694957753,78.40782458970894
decision--continuous-fixed-h1--seed20260908--issue-77-n1-008--grid,issue-77-n1-008-a05,issue-77-n1-008,type010103,calibration,continuous-fixed-h1,20260908,False,16,16,1,7,15,85.03350293636322,True,False,False,0.0625,0.1875,0.8,-0.75,0.5699587188353825,-0.8124943438717155,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h1--seed20260909--issue-77-n1-008--grid,issue-77-n1-008-a05,issue-77-n1-008,type010103,calibration,continuous-fixed-h1,20260909,False,16,16,1,7,15,104.68894582986832,True,False,False,0.0625,0.1875,0.6,-0.9558823529411766,0.8610014688789821,-0.49719803132448265,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h1--seed20260910--issue-77-n1-008--grid,issue-77-n1-008-a05,issue-77-n1-008,type010103,calibration,continuous-fixed-h1,20260910,False,16,16,1,7,15,90.81771391630173,True,False,False,0.0625,0.1875,0.6666666666666666,-0.9264705882352942,0.8124943438717155,-0.5699587188353825,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h5--seed20260908--issue-77-n1-008--grid,issue-77-n1-008-a05,issue-77-n1-008,type010103,calibration,continuous-fixed-h5,20260908,False,16,16,1,7,15,71.99447947740555,True,False,False,0.0625,0.1875,0.8,-0.75,0.5699587188353825,-0.8124943438717155,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h5--seed20260909--issue-77-n1-008--grid,issue-77-n1-008-a05,issue-77-n1-008,type010103,calibration,continuous-fixed-h5,20260909,False,16,16,1,7,15,117.52177602052689,True,False,False,0.0625,0.1875,0.6666666666666666,-0.9264705882352942,0.8124943438717155,-0.5699587188353825,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h5--seed20260910--issue-77-n1-008--grid,issue-77-n1-008-a05,issue-77-n1-008,type010103,calibration,continuous-fixed-h5,20260910,False,16,16,1,7,15,38.096132695674896,True,False,False,0.0625,0.1875,0.6666666666666666,-0.9264705882352942,0.8124943438717155,-0.5699587188353825,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-008--grid,issue-77-n1-008-a05,issue-77-n1-008,type010103,calibration,hybrid-fixed-h1,20260908,False,16,16,1,7,3,48.30801165103912,False,False,True,0.0625,0.1875,0.9333333333333333,0.0,-0.24253562503633297,-0.9701425001453319,True,False,grid,-40,80,89.44271909999159,63.43494882292201
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-008--grid,issue-77-n1-008-a05,issue-77-n1-008,type010103,calibration,hybrid-fixed-h1,20260909,False,16,16,1,7,15,73.25083220005035,True,False,True,0.0625,0.1875,0.8666666666666667,-0.4705882352941176,0.24253562503633297,-0.9701425001453319,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--hybrid-fixed-h1--seed20260910--issue-77-n1-008--grid,issue-77-n1-008-a05,issue-77-n1-008,type010103,calibration,hybrid-fixed-h1,20260910,False,16,16,1,7,15,78.42240273952484,True,False,False,0.0625,0.1875,0.6,-0.9558823529411766,0.8610014688789821,-0.49719803132448265,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h1--seed20260908--issue-77-n1-008--offset,issue-77-n1-008-a05,issue-77-n1-008,type010103,calibration,continuous-fixed-h1,20260908,False,11,11,1,5,8,88.16993397474289,False,False,False,0.09090909090909091,0.2727272727272727,0.5,-0.881818181818182,-0.881818181818182,-0.881818181818182,True,False,offset,-34,72,79.62411694957753,64.72227776444704
decision--continuous-fixed-h1--seed20260909--issue-77-n1-008--offset,issue-77-n1-008-a05,issue-77-n1-008,type010103,calibration,continuous-fixed-h1,20260909,False,11,11,1,5,5,109.2352802157402,True,True,True,0.09090909090909091,0.2727272727272727,1.0,0.13636363636363638,0.13636363636363638,0.13636363636363638,True,True,offset,-58,55,79.93122043357026,43.47923033885623
decision--continuous-fixed-h1--seed20260910--issue-77-n1-008--offset,issue-77-n1-008-a05,issue-77-n1-008,type010103,calibration,continuous-fixed-h1,20260910,False,11,11,1,5,6,94.51883554458618,True,False,True,0.09090909090909091,0.2727272727272727,0.9,-0.36363636363636365,-0.36363636363636365,-0.36363636363636365,True,False,offset,-51,62,80.2807573457052,50.55994726330954
decision--continuous-fixed-h5--seed20260908--issue-77-n1-008--offset,issue-77-n1-008-a05,issue-77-n1-008,type010103,calibration,continuous-fixed-h5,20260908,False,11,11,1,5,8,83.15805315971375,False,False,False,0.09090909090909091,0.2727272727272727,0.5,-0.9363636363636365,-0.9363636363636365,-0.9363636363636365,True,False,offset,-34,72,79.62411694957753,64.72227776444704
decision--continuous-fixed-h5--seed20260909--issue-77-n1-008--offset,issue-77-n1-008-a05,issue-77-n1-008,type010103,calibration,continuous-fixed-h5,20260909,False,11,11,1,5,6,133.01123428344727,True,False,True,0.09090909090909091,0.2727272727272727,0.9,-0.36363636363636365,-0.36363636363636365,-0.36363636363636365,True,False,offset,-51,62,80.2807573457052,50.55994726330954
decision--continuous-fixed-h5--seed20260910--issue-77-n1-008--offset,issue-77-n1-008-a05,issue-77-n1-008,type010103,calibration,continuous-fixed-h5,20260910,False,11,11,1,5,6,53.35406184196472,True,False,True,0.09090909090909091,0.2727272727272727,0.8,-0.5454545454545455,-0.5454545454545455,-0.5454545454545455,True,False,offset,-51,62,80.2807573457052,50.55994726330954
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-008--offset,issue-77-n1-008-a05,issue-77-n1-008,type010103,calibration,hybrid-fixed-h1,20260908,False,11,11,1,5,10,48.284955620765686,False,False,False,0.09090909090909091,0.2727272727272727,0.5,-1.0,-1.0,-1.0,True,False,offset,-16,78,79.62411694957753,78.40782458970894
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-008--offset,issue-77-n1-008-a05,issue-77-n1-008,type010103,calibration,hybrid-fixed-h1,20260909,False,11,11,1,5,10,75.64334905147552,False,False,False,0.09090909090909091,0.2727272727272727,0.5,-1.0,-1.0,-1.0,True,False,offset,-16,78,79.62411694957753,78.40782458970894
decision--hybrid-fixed-h1--seed20260910--issue-77-n1-008--offset,issue-77-n1-008-a05,issue-77-n1-008,type010103,calibration,hybrid-fixed-h1,20260910,False,11,11,1,5,6,81.93807488679886,True,False,True,0.09090909090909091,0.2727272727272727,0.9,-0.14545454545454548,-0.14545454545454548,-0.14545454545454548,True,False,offset,-51,62,80.2807573457052,50.55994726330954
decision--continuous-fixed-h1--seed20260908--issue-77-n1-009--grid,issue-77-n1-009-a00,issue-77-n1-009,type010105,training,continuous-fixed-h1,20260908,False,16,16,1,10,15,55.606063425540924,True,False,False,0.0625,0.1875,0.7333333333333333,-0.75,0.5699587188353825,-0.8124943438717155,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h1--seed20260909--issue-77-n1-009--grid,issue-77-n1-009-a00,issue-77-n1-009,type010105,training,continuous-fixed-h1,20260909,False,16,16,1,10,15,84.21806037425995,True,False,False,0.0625,0.1875,0.7333333333333333,-0.9558823529411766,0.8610014688789821,-0.49719803132448265,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h1--seed20260910--issue-77-n1-009--grid,issue-77-n1-009-a00,issue-77-n1-009,type010105,training,continuous-fixed-h1,20260910,False,16,16,1,10,15,75.53387039899826,True,False,False,0.0625,0.1875,0.7333333333333333,-0.9264705882352942,0.8124943438717155,-0.5699587188353825,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h5--seed20260908--issue-77-n1-009--grid,issue-77-n1-009-a00,issue-77-n1-009,type010105,training,continuous-fixed-h5,20260908,False,16,16,1,10,15,21.95637485384941,True,False,False,0.0625,0.1875,0.7333333333333333,-0.75,0.5699587188353825,-0.8124943438717155,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h5--seed20260909--issue-77-n1-009--grid,issue-77-n1-009-a00,issue-77-n1-009,type010105,training,continuous-fixed-h5,20260909,False,16,16,1,10,15,65.68808400630951,True,False,False,0.0625,0.1875,0.7333333333333333,-0.9264705882352942,0.8124943438717155,-0.5699587188353825,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h5--seed20260910--issue-77-n1-009--grid,issue-77-n1-009-a00,issue-77-n1-009,type010105,training,continuous-fixed-h5,20260910,False,16,16,1,10,15,69.98361414670944,True,False,False,0.0625,0.1875,0.7333333333333333,-0.9264705882352942,0.8124943438717155,-0.5699587188353825,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-009--grid,issue-77-n1-009-a00,issue-77-n1-009,type010105,training,hybrid-fixed-h1,20260908,False,16,16,1,10,3,69.69699651002884,False,False,False,0.0625,0.1875,0.6,0.0,-0.24253562503633297,-0.9701425001453319,True,False,grid,-40,80,89.44271909999159,63.43494882292201
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-009--grid,issue-77-n1-009-a00,issue-77-n1-009,type010105,training,hybrid-fixed-h1,20260909,False,16,16,1,10,15,56.29118192195892,True,False,False,0.0625,0.1875,0.6666666666666666,-0.4705882352941176,0.24253562503633297,-0.9701425001453319,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--hybrid-fixed-h1--seed20260910--issue-77-n1-009--grid,issue-77-n1-009-a00,issue-77-n1-009,type010105,training,hybrid-fixed-h1,20260910,False,16,16,1,10,15,60.18779140710831,True,False,False,0.0625,0.1875,0.7333333333333333,-0.9558823529411766,0.8610014688789821,-0.49719803132448265,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h1--seed20260908--issue-77-n1-009--offset,issue-77-n1-009-a00,issue-77-n1-009,type010105,training,continuous-fixed-h1,20260908,False,11,11,1,2,8,58.57691413164139,False,False,False,0.09090909090909091,0.2727272727272727,0.2,-0.9,-0.9,-0.9,True,False,offset,-34,72,79.62411694957753,64.72227776444704
decision--continuous-fixed-h1--seed20260909--issue-77-n1-009--offset,issue-77-n1-009-a00,issue-77-n1-009,type010105,training,continuous-fixed-h1,20260909,False,11,11,1,2,6,88.39061224460602,True,False,False,0.09090909090909091,0.2727272727272727,0.4,-0.14545454545454548,-0.14545454545454548,-0.14545454545454548,True,False,offset,-51,62,80.2807573457052,50.55994726330954
decision--continuous-fixed-h1--seed20260910--issue-77-n1-009--offset,issue-77-n1-009-a00,issue-77-n1-009,type010105,training,continuous-fixed-h1,20260910,False,11,11,1,2,6,78.31226652860641,True,False,False,0.09090909090909091,0.2727272727272727,0.2,-0.6545454545454547,-0.6545454545454547,-0.6545454545454547,True,False,offset,-51,62,80.2807573457052,50.55994726330954
decision--continuous-fixed-h5--seed20260908--issue-77-n1-009--offset,issue-77-n1-009-a00,issue-77-n1-009,type010105,training,continuous-fixed-h5,20260908,False,11,11,1,2,8,32.678861156105995,False,False,False,0.09090909090909091,0.2727272727272727,0.2,-0.9363636363636365,-0.9363636363636365,-0.9363636363636365,True,False,offset,-34,72,79.62411694957753,64.72227776444704
decision--continuous-fixed-h5--seed20260909--issue-77-n1-009--offset,issue-77-n1-009-a00,issue-77-n1-009,type010105,training,continuous-fixed-h5,20260909,False,11,11,1,2,6,79.78077113628387,True,False,False,0.09090909090909091,0.2727272727272727,0.2,-0.5454545454545455,-0.5454545454545455,-0.5454545454545455,True,False,offset,-51,62,80.2807573457052,50.55994726330954
decision--continuous-fixed-h5--seed20260910--issue-77-n1-009--offset,issue-77-n1-009-a00,issue-77-n1-009,type010105,training,continuous-fixed-h5,20260910,False,11,11,1,2,6,83.17826515436172,True,False,False,0.09090909090909091,0.2727272727272727,0.2,-0.5454545454545455,-0.5454545454545455,-0.5454545454545455,True,False,offset,-51,62,80.2807573457052,50.55994726330954
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-009--offset,issue-77-n1-009-a00,issue-77-n1-009,type010105,training,hybrid-fixed-h1,20260908,False,11,11,1,2,10,69.59016305208206,False,False,False,0.09090909090909091,0.2727272727272727,0.2,-1.0,-1.0,-1.0,True,False,offset,-16,78,79.62411694957753,78.40782458970894
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-009--offset,issue-77-n1-009-a00,issue-77-n1-009,type010105,training,hybrid-fixed-h1,20260909,False,11,11,1,2,10,57.826239824295044,False,False,False,0.09090909090909091,0.2727272727272727,0.2,-1.0,-1.0,-1.0,True,False,offset,-16,78,79.62411694957753,78.40782458970894
decision--hybrid-fixed-h1--seed20260910--issue-77-n1-009--offset,issue-77-n1-009-a00,issue-77-n1-009,type010105,training,hybrid-fixed-h1,20260910,False,11,11,1,2,5,63.70730549097061,True,False,False,0.09090909090909091,0.2727272727272727,0.4,-0.13636363636363638,-0.13636363636363638,-0.13636363636363638,True,False,offset,-58,55,79.93122043357026,43.47923033885623
decision--continuous-fixed-h1--seed20260908--issue-77-n1-010--grid,issue-77-n1-010-a06,issue-77-n1-010,type010105,training,continuous-fixed-h1,20260908,False,16,16,2,9|13,15,86.70777922868729,True,False,False,0.125,0.35,0.5714285714285714,-0.75,0.5699587188353825,-0.8124943438717155,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h1--seed20260909--issue-77-n1-010--grid,issue-77-n1-010-a06,issue-77-n1-010,type010105,training,continuous-fixed-h1,20260909,False,16,16,2,9|13,15,107.11451256275177,True,False,False,0.125,0.35,0.6785714285714286,-0.9558823529411766,0.8610014688789821,-0.49719803132448265,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h1--seed20260910--issue-77-n1-010--grid,issue-77-n1-010-a06,issue-77-n1-010,type010105,training,continuous-fixed-h1,20260910,False,16,16,2,9|13,15,94.94953137636185,True,False,False,0.125,0.35,0.6785714285714286,-0.9264705882352942,0.8124943438717155,-0.5699587188353825,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h5--seed20260908--issue-77-n1-010--grid,issue-77-n1-010-a06,issue-77-n1-010,type010105,training,continuous-fixed-h5,20260908,False,16,16,2,9|13,15,70.34648615121841,True,False,False,0.125,0.35,0.5714285714285714,-0.75,0.5699587188353825,-0.8124943438717155,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h5--seed20260909--issue-77-n1-010--grid,issue-77-n1-010-a06,issue-77-n1-010,type010105,training,continuous-fixed-h5,20260909,False,16,16,2,9|13,15,114.41426748037338,True,False,False,0.125,0.35,0.6785714285714286,-0.9264705882352942,0.8124943438717155,-0.5699587188353825,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h5--seed20260910--issue-77-n1-010--grid,issue-77-n1-010-a06,issue-77-n1-010,type010105,training,continuous-fixed-h5,20260910,False,16,16,2,9|13,15,46.619304060935974,True,False,False,0.125,0.35,0.6785714285714286,-0.9264705882352942,0.8124943438717155,-0.5699587188353825,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-010--grid,issue-77-n1-010-a06,issue-77-n1-010,type010105,training,hybrid-fixed-h1,20260908,False,16,16,2,9|13,3,50.91503202915192,False,False,False,0.125,0.35,0.2857142857142857,0.0,-0.24253562503633297,-0.9701425001453319,True,False,grid,-40,80,89.44271909999159,63.43494882292201
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-010--grid,issue-77-n1-010-a06,issue-77-n1-010,type010105,training,hybrid-fixed-h1,20260909,False,16,16,2,9|13,15,74.52602028846741,True,False,False,0.125,0.35,0.42857142857142855,-0.4705882352941176,0.24253562503633297,-0.9701425001453319,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--hybrid-fixed-h1--seed20260910--issue-77-n1-010--grid,issue-77-n1-010-a06,issue-77-n1-010,type010105,training,hybrid-fixed-h1,20260910,False,16,16,2,9|13,15,82.62363922595978,True,False,False,0.125,0.35,0.6785714285714286,-0.9558823529411766,0.8610014688789821,-0.49719803132448265,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h1--seed20260908--issue-77-n1-010--offset,issue-77-n1-010-a06,issue-77-n1-010,type010105,training,continuous-fixed-h1,20260908,False,11,11,0,,8,89.87161481380463,False,,,,,,-0.881818181818182,-0.881818181818182,-0.881818181818182,True,,offset,-34,72,79.62411694957753,64.72227776444704
