    PID COMMAND
 544438 /home/sukai/.local/share/fnm/node-versions/v24.12.0/installation/bin/node /home/sukai/.codex/plugins/cache/sisyphuslabs/omo/4.19.3/components/codegraph/dist/serve.js
 544446 node /home/sukai/.codex/plugins/cache/sisyphuslabs/omo/4.19.3/components/lsp-daemon/dist/cli.js mcp
 544483 /home/sukai/.omo/codegraph/node --liftoff-only --disable-warning=ExperimentalWarning /home/sukai/.omo/codegraph/lib/dist/bin/codegraph.js serve --mcp
 545156 [kworker/0:1-events]
 545895 [kworker/10:1]
 546196 [kworker/12:2-events]
 546886 [kworker/u195:2-events_unbound]
 546903 /home/sukai/.local/share/fnm/node-versions/v24.12.0/installation/bin/node /home/sukai/.codex/plugins/cache/sisyphuslabs/omo/4.19.3/components/codegraph/dist/serve.js
 546911 node /home/sukai/.codex/plugins/cache/sisyphuslabs/omo/4.19.3/components/lsp-daemon/dist/cli.js mcp
 546948 /home/sukai/.omo/codegraph/node --liftoff-only --disable-warning=ExperimentalWarning /home/sukai/.omo/codegraph/lib/dist/bin/codegraph.js serve --mcp
 547163 [kworker/4:1-events]
 547506 [kworker/2:3]
 547913 [kworker/0:0-xfs-sync/sda1]
 548036 [kworker/u192:1-atlantic]
 548209 [kworker/13:2]
 548255 [kworker/u193:4-events_unbound]
 548309 [kworker/9:0-cgroup_free]
 548510 [kworker/11:0-mm_percpu_wq]
 550025 [kworker/u195:1-events_unbound]
 550614 [kworker/u195:3-events_unbound]
 554455 [kworker/28:1-events]
 554671 [kworker/29:1]
 554815 [kworker/30:2-mm_percpu_wq]
 554921 [kworker/12:1-events]
 556778 [kworker/31:0-xfs-conv/sda1]
 557303 [kworker/26:0]
 558549 [kworker/u194:1-flush-259:0]
 559444 [kworker/24:2-events]
 560047 [kworker/1:2-xfs-sync/sdd1]
 560948 [kworker/u193:0-kvfree_rcu_reclaim]
 561047 [kworker/3:1-xfs-sync/sdd1]
 561201 [kworker/5:0-xfs-sync/sdd1]
 561213 [kworker/9:2-events]
 561627 [kworker/21:0]
 562234 /usr/bin/gnome-keyring-daemon --start --foreground --components=secrets
 562237 /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1002/keyring
 562524 [kworker/3:3-xfs-sync/sdd1]
 562733 [kworker/u196:1-events_unbound]
 563178 [kworker/u193:1-events_unbound]
 564005 [kworker/u193:3-flush-259:0]
 565374 [kworker/27:0-events]
 565772 [kworker/u195:0-events_unbound]
 565971 [kworker/3:0-xfs-sync/sdb1]
 566512 [kworker/u192:2]
 567471 sleep 180
 567653 [kworker/u193:2-events_unbound]
 567787 [kworker/3:2-events]
 568026 [kworker/1:1-xfs-sync/sda1]
 568213 [kworker/u195:4]
 568341 [kworker/1:3-xfs-sync/sdb1]
 568588 [kworker/u193:5]
 568607 [kworker/1:4-mm_percpu_wq]
 568670 /usr/bin/zsh -lc E=.omo/evidence/world-model-physics-instrumentation/final-wave-exact-final-native/fdb1bd5e python - <<'PY' > "$E/reproducibility.json" import hashlib,json,tarfile from pathlib import Path E=Path('.omo/evidence/world-model-physics-instrumentation/final-wave-exact-final-native/fdb1bd5e') def h(p): return hashlib.sha256(p.read_bytes()).hexdigest() a=E/'build-1-stage'; b=E/'build-2-stage'; name='novphy-physics-player-2019.4.41f2.tar.gz' pa=json.loads((E/'build-1-provenance.json').read_text()); pb=json.loads((E/'build-2-provenance.json').read_text()) print(json.dumps({'head':pa['project']['git_head'],'tree':pa['project']['git_tree'],'archive_a_sha256':h(a/name),'archive_b_sha256':h(b/name),'archives_byte_equal':(a/name).read_bytes()==(b/name).read_bytes(),'receipts_byte_equal':(a/'archive.sha256').read_bytes()==(b/'archive.sha256').read_bytes(),'provenance_byte_equal':(E/'build-1-provenance.json').read_bytes()==(E/'build-2-provenance.json').read_bytes(),'payload_hash_manifest_equal':pa['files']==pb['files'],'payload_file_count':len(pa['files']),'unity_logs_excluded_from_package_identity':True},indent=2,sort_keys=True)) PY python - <<'PY' > "$E/cleanup-scan.txt" import os,subprocess patterns='Unity.*task_template_designer|game_playing_interface|9001-player|Xvnc :216|22471|29471' print(subprocess.run(['ps','-eo','pid,args'],capture_output=True,text=True,check=True).stdout) PY # Record only relevant matches in a separate bounded scan. ps -eo pid,args | rg 'Unity.*task_template_designer|game_playing_interface|9001-player|Xvnc :216|22471|29471' | rg -v rg > "$E/cleanup-process-matches.txt" || true ss -ltnp | rg ':2004|:22471|:29471' > "$E/cleanup-port-matches.txt" || true find tasks/task_template_designer -name UnityLockfile -print > "$E/cleanup-lock-matches.txt" find /tmp -maxdepth 1 -type d \( -name 'novphy_physics_build_*' -o -name 'novphy-publish-fdb1bd5e-*' -o -name 'novphy-physics-smoke-*' \) -print > "$E/cleanup-temp-matches.txt" cat "$E/reproducibility.json"; wc -c "$E"/cleanup-*-matches.txt
 568673 python -
 568674 ps -eo pid,args
 594141 nginx: master process /usr/sbin/nginx -g daemon on; master_process on;
 594228 nginx: worker process
 594229 nginx: worker process
 594231 nginx: worker process
 594232 nginx: worker process
 594233 nginx: worker process
 594234 nginx: worker process
 594235 nginx: worker process
 594236 nginx: worker process
 594237 nginx: worker process
 594238 nginx: worker process
 594239 nginx: worker process
 594240 nginx: worker process
 594241 nginx: worker process
 594242 nginx: worker process
 594243 nginx: worker process
 594244 nginx: worker process
 594245 nginx: worker process
 594246 nginx: worker process
 594247 nginx: worker process
 594248 nginx: worker process
 594249 nginx: worker process
 594250 nginx: worker process
 594251 nginx: worker process
 594252 nginx: worker process
 594253 nginx: worker process
 594254 nginx: worker process
 594255 nginx: worker process
 594256 nginx: worker process
 594257 nginx: worker process
 594258 nginx: worker process
 594259 nginx: worker process
 594260 nginx: worker process
 594261 nginx: worker process
 594262 nginx: worker process
 594263 nginx: worker process
 594264 nginx: worker process
 594265 nginx: worker process
 594266 nginx: worker process
 594267 nginx: worker process
 594268 nginx: worker process
 594269 nginx: worker process
 594270 nginx: worker process
 594271 nginx: worker process
 594272 nginx: worker process
 594273 nginx: worker process
 594274 nginx: worker process
 594275 nginx: worker process
 594276 nginx: worker process
 597507 /usr/sbin/xrdp-sesman
 597509 /usr/libexec/gnome-session-binary
 597510 /usr/lib/xorg/Xorg :10 -auth .Xauthority -config xrdp/xorg.conf -noreset -nolisten tcp -logfile .xorgxrdp.%s.log
 597531 /usr/sbin/xrdp-chansrv
 597599 /usr/bin/ssh-agent /usr/bin/im-launch x-session-manager
 597616 /usr/bin/ibus-daemon --daemonize --xim
 597625 /usr/libexec/ibus-dconf
 597626 /usr/libexec/ibus-ui-gtk3
 597627 /usr/libexec/ibus-extension-gtk3
 597629 /usr/libexec/ibus-x11 --kill-daemon
 597634 /usr/libexec/ibus-portal
 597731 /usr/libexec/ibus-engine-simple
 597805 /usr/libexec/gcr-ssh-agent --base-dir /run/user/1002/gcr
 597806 /usr/libexec/gnome-session-ctl --monitor
 597821 /usr/libexec/gnome-session-binary --systemd-service --session=ubuntu
 597849 /usr/bin/gnome-shell
 597948 /usr/libexec/mutter-x11-frames
 598038 /usr/libexec/gnome-shell-calendar-server
 598046 /usr/libexec/evolution-source-registry
 598062 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
 598085 /usr/libexec/gsd-a11y-settings
 598086 /usr/libexec/gsd-color
 598087 /usr/libexec/gsd-datetime
 598089 /usr/libexec/gsd-housekeeping
 598090 /usr/libexec/gsd-keyboard
 598093 /usr/libexec/gsd-media-keys
 598097 /usr/libexec/gsd-power
 598098 /usr/libexec/gsd-print-notifications
 598101 /usr/libexec/gsd-rfkill
 598106 /usr/libexec/gsd-screensaver-proxy
 598110 /usr/libexec/gsd-sharing
 598115 /usr/libexec/gsd-smartcard
 598117 /usr/libexec/gsd-sound
 598120 /usr/libexec/gsd-wacom
 598124 /usr/libexec/gsd-xsettings
 598159 /usr/libexec/evolution-data-server/evolution-alarm-notify
 598162 /usr/libexec/gvfs-udisks2-volume-monitor
 598185 /usr/libexec/gsd-disk-utility-notify
 598215 /usr/libexec/goa-daemon
 598272 /usr/libexec/goa-identity-service
 598280 /usr/libexec/evolution-calendar-factory
 598284 /usr/libexec/gsd-printer
 598297 /usr/libexec/gvfs-mtp-volume-monitor
 598316 pw-cli -m -d load-module libpipewire-module-xrdp sink.node.latency=2048 sink.stream.props={node.name=xrdp-sink} source.stream.props={node.name=xrdp-source}
 598334 /usr/libexec/gvfs-goa-volume-monitor
 598346 /usr/libexec/gvfs-gphoto2-volume-monitor
 598358 /usr/libexec/evolution-addressbook-factory
 598366 /usr/libexec/gvfs-afc-volume-monitor
 598428 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
 598467 /usr/libexec/tracker-miner-fs-3
 598619 /snap/snapd-desktop-integration/391/usr/bin/user-session-helper /snap/snapd-desktop-integration/391/usr/bin/snapd-desktop-integration
 598770 /snap/snapd-desktop-integration/391/usr/bin/snapd-desktop-integration
 598993 /usr/libexec/xdg-desktop-portal-gtk
 599173 /usr/libexec/gvfsd-metadata
 599177 /usr/bin/update-notifier
 599197 /usr/libexec/dconf-service
 599277 /usr/bin/python3 /usr/bin/update-manager --no-update --no-focus-on-map
 604420 sshd: sukai [priv]
 604495 sshd: sukai@pts/10
 604498 -zsh
 610011 /usr/libexec/xdg-desktop-portal
 610378 /usr/libexec/gvfsd-http --spawner :1.4681 /org/gtk/gvfs/exec_spaw/0
 621615 zellij a unityhub
 621625 /home/sukai/.cargo/bin/zellij --server /run/user/1002/zellij/contract_version_1/unityhub
 621651 /usr/bin/zsh
 621653 /usr/bin/zsh
 894201 sshd: sukai [priv]
 894275 sshd: sukai@notty
 894276 -zsh
 894278 sh
 894296 /home/sukai/.vscode-server/code-8761a5560cfd65fdd19ce7e2bd18dab5c0a4d84e command-shell --cli-data-dir /home/sukai/.vscode-server/cli --parent-process-id 894278 --on-host=127.0.0.1 --on-port
1062206 /usr/libexec/accounts-daemon
1082550 /usr/bin/zsh -i
1104996 /snap/snapd/current/usr/lib/snapd/snapd
1215735 /usr/sbin/libvirtd --timeout 120
1216620 /opt/qemu-10.2.2/bin/qemu-system-x86_64 -name guest=ansr-5090-2-node,debug-threads=on -S -object {"qom-type":"secret","id":"masterKey0","format":"raw","file":"/var/lib/libvirt/qemu/domain-1-ansr-5090-2-node/master-key.aes"} -blockdev {"driver":"file","filename":"/usr/share/OVMF/OVMF_CODE_4M.fd","node-name":"libvirt-pflash0-storage","auto-read-only":true,"discard":"unmap"} -blockdev {"node-name":"libvirt-pflash0-format","read-only":true,"driver":"raw","file":"libvirt-pflash0-storage"} -blockdev {"driver":"file","filename":"/var/lib/libvirt/qemu/nvram/ansr-5090-2-node_VARS.fd","node-name":"libvirt-pflash1-storage","auto-read-only":true,"discard":"unmap"} -blockdev {"node-name":"libvirt-pflash1-format","read-only":false,"driver":"raw","file":"libvirt-pflash1-storage"} -machine pc-q35-8.2,usb=off,vmport=off,dump-guest-core=off,memory-backend=pc.ram,pflash0=libvirt-pflash0-format,pflash1=libvirt-pflash1-format,hpet=off,acpi=on -accel kvm -cpu host,migratable=on,hypervisor=off,svm=off,kvm=off,kvm-hint-dedicated=on -m size=16777216k -object {"qom-type":"memory-backend-ram","id":"pc.ram","size":17179869184} -overcommit mem-lock=off -smp 24,sockets=24,cores=1,threads=1 -uuid 76b45db3-fb64-43a1-b23f-f775296bcb7e -smbios type=0,vendor=American Megatrends Inc.,version=1203,date=02/18/2026 -smbios type=1,manufacturer=ASUS,product=System Product Name,version=System Version,serial=System Serial Number -smbios type=2,manufacturer=ASUSTeK COMPUTER INC.,product=PRIME WRX90E-SAGE SE,version=REV 1.00,serial=MB9960XWRX90ASUS -no-user-config -nodefaults -chardev socket,id=charmonitor,fd=31,server=on,wait=off -mon chardev=charmonitor,id=monitor,mode=control -rtc base=utc,driftfix=slew -global kvm-pit.lost_tick_policy=delay -no-shutdown -global ICH9-LPC.disable_s3=1 -global ICH9-LPC.disable_s4=1 -boot strict=on -device {"driver":"pcie-root-port","port":16,"chassis":1,"id":"pci.1","bus":"pcie.0","multifunction":true,"addr":"0x2"} -device {"driver":"pcie-root-port","port":17,"chassis":2,"id":"pci.2","bus":"pcie.0","addr":"0x2.0x1"} -device {"driver":"pcie-root-port","port":18,"chassis":3,"id":"pci.3","bus":"pcie.0","addr":"0x2.0x2"} -device {"driver":"pcie-root-port","port":19,"chassis":4,"id":"pci.4","bus":"pcie.0","addr":"0x2.0x3"} -device {"driver":"pcie-root-port","port":20,"chassis":5,"id":"pci.5","bus":"pcie.0","addr":"0x2.0x4"} -device {"driver":"pcie-root-port","port":21,"chassis":6,"id":"pci.6","bus":"pcie.0","addr":"0x2.0x5"} -device {"driver":"pcie-root-port","port":22,"chassis":7,"id":"pci.7","bus":"pcie.0","addr":"0x2.0x6"} -device {"driver":"pcie-root-port","port":23,"chassis":8,"id":"pci.8","bus":"pcie.0","addr":"0x2.0x7"} -device {"driver":"pcie-root-port","port":24,"chassis":9,"id":"pci.9","bus":"pcie.0","multifunction":true,"addr":"0x3"} -device {"driver":"pcie-root-port","port":25,"chassis":10,"id":"pci.10","bus":"pcie.0","addr":"0x3.0x1"} -device {"driver":"pcie-root-port","port":26,"chassis":11,"id":"pci.11","bus":"pcie.0","addr":"0x3.0x2"} -device {"driver":"pcie-root-port","port":27,"chassis":12,"id":"pci.12","bus":"pcie.0","addr":"0x3.0x3"} -device {"driver":"pcie-root-port","port":28,"chassis":13,"id":"pci.13","bus":"pcie.0","addr":"0x3.0x4"} -device {"driver":"pcie-root-port","port":29,"chassis":14,"id":"pci.14","bus":"pcie.0","addr":"0x3.0x5"} -device {"driver":"qemu-xhci","p2":15,"p3":15,"id":"usb","bus":"pci.2","addr":"0x0"} -device {"driver":"ide-cd","bus":"ide.0","id":"sata0-0-0"} -blockdev {"driver":"file","filename":"/var/lib/libvirt/images/ansr-5090-2-node.qcow2","node-name":"libvirt-1-storage","auto-read-only":true,"discard":"unmap"} -blockdev {"node-name":"libvirt-1-format","read-only":false,"discard":"unmap","driver":"qcow2","file":"libvirt-1-storage","backing":null} -device {"driver":"ide-hd","bus":"ide.1","drive":"libvirt-1-format","id":"sata0-0-1","bootindex":1} -netdev {"type":"tap","fd":"33","id":"hostnet0"} -device {"driver":"e1000e","netdev":"hostnet0","id":"net0","mac":"a0:ad:9f:2d:4e:8a","bus":"pci.1","addr":"0x0"} -chardev pty,id=charserial0 -device {"driver":"isa-serial","chardev":"charserial0","id":"serial0","index":0} -device {"driver":"usb-tablet","id":"input0","bus":"usb.0","port":"1"} -audiodev {"id":"audio1","driver":"spice"} -spice port=5900,addr=127.0.0.1,disable-ticketing=on,image-compression=off,seamless-migration=on -device {"driver":"VGA","id":"video0","vgamem_mb":16,"bus":"pcie.0","addr":"0x1"} -device {"driver":"ich9-intel-hda","id":"sound0","bus":"pcie.0","addr":"0x1b"} -device {"driver":"hda-duplex","id":"sound0-codec0","bus":"sound0.0","cad":0,"audiodev":"audio1"} -global ICH9-LPC.noreboot=off -watchdog-action reset -chardev spicevmc,id=charredir0,name=usbredir -device {"driver":"usb-redir","chardev":"charredir0","id":"redir0","bus":"usb.0","port":"2"} -chardev spicevmc,id=charredir1,name=usbredir -device {"driver":"usb-redir","chardev":"charredir1","id":"redir1","bus":"usb.0","port":"3"} -sandbox on,obsolete=deny,elevateprivileges=deny,spawn=deny,resourcecontrol=deny -msg timestamp=on
1216685 [kvm-pit/1216620]
1424140 /usr/sbin/xrdp
1568706 /usr/bin/zsh
1570824 /usr/bin/zsh
1578053 /home/sukai/.local/share/pipx/venvs/nvitop/bin/python /home/sukai/.local/bin/nvitop
1775348 [kworker/6:2H-kblockd]
1775379 [kworker/46:2H-xfs-log/sdd1]
1832181 [kworker/27:2H-kblockd]
1867891 [kworker/5:2H]
1868018 [kworker/25:3H]
1896693 [kworker/24:0H-kblockd]
1911340 /usr/libexec/gvfsd-trash --spawner :1.4681 /org/gtk/gvfs/exec_spaw/1
1911836 /usr/libexec/gnome-terminal-server
1911849 zsh
1926355 [kworker/38:2H]
1988645 [kworker/12:1H-kblockd]
1988712 [kworker/0:0H-kblockd]
2057981 /usr/libexec/gvfsd-network --spawner :1.4681 /org/gtk/gvfs/exec_spaw/2
2058011 /usr/libexec/gvfsd-dnssd --spawner :1.4681 /org/gtk/gvfs/exec_spaw/3
2059282 [kworker/0:2H-kblockd]
2251941 /usr/bin/zsh
2376029 node /home/sukai/.local/bin/codex
2376038 /home/sukai/.local/lib/node_modules/@openai/codex/node_modules/@openai/codex-linux-x64/vendor/x86_64-unknown-linux-musl/bin/codex
2376250 /home/sukai/.local/share/fnm/node-versions/v24.12.0/installation/bin/node /home/sukai/.codex/plugins/cache/sisyphuslabs/omo/4.19.3/components/codegraph/dist/serve.js
2376251 node /home/sukai/.codex/plugins/cache/sisyphuslabs/omo/4.19.3/components/lsp-daemon/dist/cli.js mcp
2376266 /home/sukai/.omo/codegraph/node --liftoff-only --disable-warning=ExperimentalWarning /home/sukai/.omo/codegraph/lib/dist/bin/codegraph.js serve --mcp
2376276 /home/sukai/.omo/codegraph/node --liftoff-only --disable-warning=ExperimentalWarning /home/sukai/.omo/codegraph/lib/dist/bin/codegraph.js serve --mcp --path /mnt/array/sukaih/Project/NovPhy
2376285 /home/sukai/.omo/codegraph/node -e  const fs = require('fs'); const parentPid = Number(process.argv[1]); const timeoutMs = Number(process.argv[2]); const capMs = Number(process.argv[3]); const progressPaths = process.argv.slice(4); const secs = Math.round(timeoutMs / 1000); function kill(extra) {   try { fs.writeSync(2, Buffer.from('[CodeGraph] Main thread unresponsive for ~' + secs + 's' + (extra || '') + ' — killing the wedged process so a fresh one can start (#850). Disable with CODEGRAPH_NO_WATCHDOG=1.\n')); } catch (e) {}   try { process.kill(parentPid, 'SIGKILL'); } catch (e) {}   process.exit(0); } // Fingerprint of the watched files (size + mtime). A change between checks is // forward disk progress — a slow synchronous SQLite statement, not a wedge. function snap() {   let s = '';   for (const p of progressPaths) {     try { const st = fs.statSync(p); s += st.size + ':' + st.mtimeMs + ';'; } catch (e) { s += 'x;'; }   }   return s; } let lastSnap = progressPaths.length ? snap() : ''; let lastSnapAt = Date.now(); let silentSince = null; // start of the current continuous-silence episode function onTimeout() {   if (!progressPaths.length) return kill('');   const now = Date.now();   if (silentSince === null) silentSince = now - timeoutMs; // silence began ~one timeout ago   const cur = snap();   if (cur !== lastSnap && now - silentSince < capMs) {     // The event loop is blocked but the DB files are advancing: a legitimate     // long store on slow storage. Defer, re-baseline, keep watching.     lastSnap = cur;     timer = setTimeout(onTimeout, timeoutMs);     return;   }   kill(cur !== lastSnap ? ' despite ongoing disk activity (hard cap ' + Math.round(capMs / 1000) + 's reached)' : ''); } let timer = setTimeout(onTimeout, timeoutMs); process.stdin.on('data', () => {   silentSince = null;   // Keep the baseline fresh while healthy (throttled — a stat per second).   if (progressPaths.length) {     const t = Date.now();     if (t - lastSnapAt >= 1000) { lastSnap = snap(); lastSnapAt = t; }   }   clearTimeout(timer); timer = setTimeout(onTimeout, timeoutMs); }); process.stdin.on('end', () => process.exit(0));   // parent closed the pipe (exited) -> no orphan process.stdin.on('error', () => process.exit(0)); // pipe broke -> parent gone process.stdin.resume();  2376276 60000 600000
2376669 /home/sukai/.local/lib/node_modules/@openai/codex/node_modules/@openai/codex-linux-x64/vendor/x86_64-unknown-linux-musl/bin/codex-code-mode-host
2388456 [kworker/47:1-xfs-sync/sda1]
2389428 /usr/libexec/gvfsd-recent --spawner :1.4681 /org/gtk/gvfs/exec_spaw/112
2395890 /usr/libexec/at-spi-bus-launcher
2395903 /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 11 --address=unix:path=/run/user/1002/at-spi/bus_10.0
2395905 /usr/libexec/at-spi2-registryd --use-gnome-session
2402999 /home/sukai/.vscode-server/code-8761a5560cfd65fdd19ce7e2bd18dab5c0a4d84e --cli-data-dir /home/sukai/.vscode-server/cli agent host
2434467 [kworker/17:2-cgroup_free]
2438994 btop
2799290 [kworker/44:1-mm_percpu_wq]
2829654 [kworker/19:1-xfs-sync/sdc1]
2870557 /usr/bin/zsh
3074720 /usr/bin/zsh
3074851 node /home/sukai/.local/bin/codex
3074858 /home/sukai/.local/lib/node_modules/@openai/codex/node_modules/@openai/codex-linux-x64/vendor/x86_64-unknown-linux-musl/bin/codex
3075849 /home/sukai/.local/lib/node_modules/@openai/codex/node_modules/@openai/codex-linux-x64/vendor/x86_64-unknown-linux-musl/bin/codex-code-mode-host
3142377 /home/sukai/.local/share/fnm/node-versions/v24.12.0/installation/bin/node /home/sukai/.codex/plugins/cache/sisyphuslabs/omo/4.19.3/components/codegraph/dist/serve.js
3142378 node /home/sukai/.codex/plugins/cache/sisyphuslabs/omo/4.19.3/components/lsp-daemon/dist/cli.js mcp
3142394 /home/sukai/.omo/codegraph/node --liftoff-only --disable-warning=ExperimentalWarning /home/sukai/.omo/codegraph/lib/dist/bin/codegraph.js serve --mcp
3273278 sh /home/sukai/.vscode-server/cli/servers/Stable-8761a5560cfd65fdd19ce7e2bd18dab5c0a4d84e/server/bin/code-server --connection-token=remotessh --accept-server-license-terms --agent-host-bridge-port=46651 --agent-host-bridge-host=127.0.0.1 --agent-host-bridge-connection-token=6ccf4b96-ade7-4f79-8b41-d3d11dfd936d --start-server --enable-remote-auto-shutdown --socket-path=/tmp/code-89b9b30e-c25f-4800-ab7b-a0a28df12c8a
3273282 /home/sukai/.vscode-server/cli/servers/Stable-8761a5560cfd65fdd19ce7e2bd18dab5c0a4d84e/server/node /home/sukai/.vscode-server/cli/servers/Stable-8761a5560cfd65fdd19ce7e2bd18dab5c0a4d84e/server/out/server-main.js --connection-token=remotessh --accept-server-license-terms --agent-host-bridge-port=46651 --agent-host-bridge-host=127.0.0.1 --agent-host-bridge-connection-token=6ccf4b96-ade7-4f79-8b41-d3d11dfd936d --start-server --enable-remote-auto-shutdown --socket-path=/tmp/code-89b9b30e-c25f-4800-ab7b-a0a28df12c8a
3273600 /home/sukai/.vscode-server/cli/servers/Stable-8761a5560cfd65fdd19ce7e2bd18dab5c0a4d84e/server/node /home/sukai/.vscode-server/cli/servers/Stable-8761a5560cfd65fdd19ce7e2bd18dab5c0a4d84e/server/out/bootstrap-fork --type=ptyHost --logsPath /home/sukai/.vscode-server/data/logs/20260731T090317
3306883 [psimon]
3387345 /usr/sbin/rsyslogd -n -iNONE
3437831 /home/sukai/.vscode-server/cli/servers/Stable-8761a5560cfd65fdd19ce7e2bd18dab5c0a4d84e/server/node --dns-result-order=ipv4first /home/sukai/.vscode-server/cli/servers/Stable-8761a5560cfd65fdd19ce7e2bd18dab5c0a4d84e/server/out/bootstrap-fork --type=extensionHost --transformURIs --useHostProxy=false
3437843 /home/sukai/.vscode-server/cli/servers/Stable-8761a5560cfd65fdd19ce7e2bd18dab5c0a4d84e/server/node /home/sukai/.vscode-server/cli/servers/Stable-8761a5560cfd65fdd19ce7e2bd18dab5c0a4d84e/server/out/bootstrap-fork --type=fileWatcher
3438058 /home/sukai/.vscode-server/extensions/openai.chatgpt-26.727.40816-linux-x64/bin/linux-x86_64/codex -c features.code_mode_host=true app-server --analytics-default-enabled
3438233 /home/sukai/.vscode-server/extensions/ms-python.vscode-python-envs-1.36.0-linux-x64/python-env-tools/bin/pet server
3438460 /usr/bin/zsh -i
3439001 /home/sukai/.vscode-server/cli/servers/Stable-8761a5560cfd65fdd19ce7e2bd18dab5c0a4d84e/server/node /home/sukai/.vscode-server/cli/servers/Stable-8761a5560cfd65fdd19ce7e2bd18dab5c0a4d84e/server/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=3437831
3448329 /home/sukai/.vscode-server/cli/servers/Stable-8761a5560cfd65fdd19ce7e2bd18dab5c0a4d84e/server/node /home/sukai/.vscode-server/cli/servers/Stable-8761a5560cfd65fdd19ce7e2bd18dab5c0a4d84e/server/extensions/markdown-language-features/dist/serverWorkerMain --node-ipc --clientProcessId=3437831
3486427 sshd: sukai [priv]
3486495 sshd: sukai@pts/7
3486503 -zsh
3486579 zellij a novphy
3567011 node /home/sukai/.codex/plugins/cache/sisyphuslabs/omo/4.19.3/components/lsp-daemon/dist/cli.js mcp
3567012 /home/sukai/.local/share/fnm/node-versions/v24.12.0/installation/bin/node /home/sukai/.codex/plugins/cache/sisyphuslabs/omo/4.19.3/components/codegraph/dist/serve.js
3567059 /home/sukai/.omo/codegraph/node --liftoff-only --disable-warning=ExperimentalWarning /home/sukai/.omo/codegraph/lib/dist/bin/codegraph.js serve --mcp
3688017 sshd: /usr/sbin/sshd -D [listener] 0 of 10-100 startups
3690820 [kworker/47:2-events]
3870559 [kworker/24:1H-kblockd]
3889690 /home/sukai/.local/share/novphy-unity/hub-3.20.0/root/usr/lib/unityhub/unityhub-bin --no-sandbox --remote-debugging-port=9333
3889699 /home/sukai/.local/share/novphy-unity/hub-3.20.0/root/usr/lib/unityhub/unityhub-bin --type=zygote --no-zygote-sandbox --no-sandbox
3889700 /home/sukai/.local/share/novphy-unity/hub-3.20.0/root/usr/lib/unityhub/unityhub-bin --type=zygote --no-sandbox
3889733 /home/sukai/.local/share/novphy-unity/hub-3.20.0/root/usr/lib/unityhub/unityhub-bin --type=gpu-process --no-sandbox --ozone-platform=x11 --enable-crash-reporter=b1462e64-5a53-4a96-8de1-0eddf3d29cda,no_channel --user-data-dir=/home/sukai/.config/unityhub --gpu-preferences=WAAAAAAAAAAgAQAEAAAAAAAAAAAAAGAAQAAAAAAAAAABAAAAAAAAAAAAAAAAAAAAAgAAAAAAAAAAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAABAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --field-trial-handle=3,i,18229985656183898667,8386901722907459581,262144 --enable-features=GlobalShortcutsPortalPreferredTrigger,PdfUseShowSaveFilePicker --disable-features=DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,533653770651386722,4988710606112520849,4 --trace-process-track-uuid=3190708988185955192
3889737 /home/sukai/.local/share/novphy-unity/hub-3.20.0/root/usr/lib/unityhub/unityhub-bin --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --no-sandbox --enable-crash-reporter=b1462e64-5a53-4a96-8de1-0eddf3d29cda,no_channel --user-data-dir=/home/sukai/.config/unityhub --standard-schemes=localasset --secure-schemes=sentry-ipc --bypasscsp-schemes=localasset,sentry-ipc --cors-schemes=localasset,sentry-ipc --fetch-schemes=localasset,sentry-ipc --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,18229985656183898667,8386901722907459581,262144 --enable-features=GlobalShortcutsPortalPreferredTrigger,PdfUseShowSaveFilePicker --disable-features=DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,533653770651386722,4988710606112520849,4 --trace-process-track-uuid=3190708989122997041
