cell_identity,state,source_member,family,exposure_role,system,seed,typed_failure,n_candidates,verdict_slots,n_successes,successful_ordinals,chosen_ordinal,chosen_predicted_cost,chosen_in_success_band,top1_hit,top3_hit,chance_top1,chance_top3,auc,spearman_ordinal,spearman_drag_x,spearman_drag_y,bound_issue87_only,first_shot_success_issue87_only,arm,drag_x,drag_y,radius,angle_deg,radius_px,realized_angle_deg,expected_speed,realized_speed
decision--continuous-fixed-h5--seed20260910--issue-77-n1-009--power,issue-77-n1-009-a00,issue-77-n1-009,type010105,training,continuous-fixed-h5,20260910,False,20,20,1,8,14,83.3073815703392,False,False,False,0.05,0.15000000000000002,0.6842105263157895,-0.3984962406015037,0.7849354785523078,-0.8620971540829587,True,False,power,-51,61,79.51100552753688,50.10216525235819,80,49.82737391542728,10.0,9.999338853190956
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-009--power,issue-77-n1-009-a00,issue-77-n1-009,type010105,training,hybrid-fixed-h1,20260908,False,20,20,1,8,19,69.83639985322952,False,False,False,0.05,0.15000000000000002,0.5263157894736842,-0.875187969924812,0.1212808177033796,-0.8809366897928135,True,False,power,-27,75,79.71198153351854,70.20112364547508,80,70.1253667631526,10.0,9.999543486544423
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-009--power,issue-77-n1-009-a00,issue-77-n1-009,type010105,training,hybrid-fixed-h1,20260909,False,20,20,1,8,19,57.999003529548645,False,False,False,0.05,0.15000000000000002,0.5789473684210527,-0.6827067669172932,0.5047089929271078,-0.9939739040519427,True,False,power,-27,75,79.71198153351854,70.20112364547508,80,70.1253667631526,10.0,9.999543486544423
decision--hybrid-fixed-h1--seed20260910--issue-77-n1-009--power,issue-77-n1-009-a00,issue-77-n1-009,type010105,training,hybrid-fixed-h1,20260910,False,20,20,1,8,14,63.73830848932266,False,False,False,0.05,0.15000000000000002,0.7368421052631579,-0.3383458646616541,0.8218470317663799,-0.835721804089162,True,False,power,-51,61,79.51100552753688,50.10216525235819,80,49.82737391542728,10.0,9.999338853190956
decision--continuous-fixed-h1--seed20260908--issue-77-n1-010--power,issue-77-n1-010-a06,issue-77-n1-010,type010105,training,continuous-fixed-h1,20260908,False,20,20,0,,19,89.89646637439728,False,,,,,,-0.4827067669172932,0.7216585301853271,-0.9156014354989465,True,,power,-27,75,79.71198153351854,70.20112364547508,80,70.1253667631526,10.0,9.999543486544423
decision--continuous-fixed-h1--seed20260909--issue-77-n1-010--power,issue-77-n1-010-a06,issue-77-n1-010,type010105,training,continuous-fixed-h1,20260909,False,20,20,0,,14,111.73110890388489,False,,,,,,-0.2781954887218045,0.8534855059498702,-0.801057058383029,True,,power,-51,61,79.51100552753688,50.10216525235819,80,49.82737391542728,10.0,9.999338853190956
decision--continuous-fixed-h1--seed20260910--issue-77-n1-010--power,issue-77-n1-010-a06,issue-77-n1-010,type010105,training,continuous-fixed-h1,20260910,False,20,20,0,,14,98.71910321712494,False,,,,,,-0.3383458646616541,0.8218470317663799,-0.835721804089162,True,,power,-51,61,79.51100552753688,50.10216525235819,80,49.82737391542728,10.0,9.999338853190956
decision--continuous-fixed-h5--seed20260908--issue-77-n1-010--power,issue-77-n1-010-a06,issue-77-n1-010,type010105,training,continuous-fixed-h5,20260908,False,20,20,0,,19,81.58082729578018,False,,,,,,-0.49624060150375937,0.7088524811110573,-0.9231372497828885,True,,power,-27,75,79.71198153351854,70.20112364547508,80,70.1253667631526,10.0,9.999543486544423
decision--continuous-fixed-h5--seed20260909--issue-77-n1-010--power,issue-77-n1-010-a06,issue-77-n1-010,type010105,training,continuous-fixed-h5,20260909,False,20,20,0,,14,129.9943891763687,False,,,,,,-0.3684210526315789,0.7984948246309465,-0.85154701408544,True,,power,-51,61,79.51100552753688,50.10216525235819,80,49.82737391542728,10.0,9.999338853190956
decision--continuous-fixed-h5--seed20260910--issue-77-n1-010--power,issue-77-n1-010-a06,issue-77-n1-010,type010105,training,continuous-fixed-h5,20260910,False,20,20,0,,14,62.087054550647736,False,,,,,,-0.38345864661654133,0.7954816366134713,-0.8545613397990167,True,,power,-51,61,79.51100552753688,50.10216525235819,80,49.82737391542728,10.0,9.999338853190956
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-010--power,issue-77-n1-010-a06,issue-77-n1-010,type010105,training,hybrid-fixed-h1,20260908,False,20,20,0,,19,51.11352217197418,False,,,,,,-0.8240601503759398,0.28700615866451945,-0.9630770654877807,True,,power,-27,75,79.71198153351854,70.20112364547508,80,70.1253667631526,10.0,9.999543486544423
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-010--power,issue-77-n1-010-a06,issue-77-n1-010,type010105,training,hybrid-fixed-h1,20260909,False,20,20,0,,19,77.00513327121735,False,,,,,,-0.6601503759398496,0.5371007641149669,-0.987191671196395,True,,power,-27,75,79.71198153351854,70.20112364547508,80,70.1253667631526,10.0,9.999543486544423
decision--hybrid-fixed-h1--seed20260910--issue-77-n1-010--power,issue-77-n1-010-a06,issue-77-n1-010,type010105,training,hybrid-fixed-h1,20260910,False,20,20,0,,14,86.16756784915924,False,,,,,,-0.2781954887218045,0.8534855059498702,-0.801057058383029,True,,power,-51,61,79.51100552753688,50.10216525235819,80,49.82737391542728,10.0,9.999338853190956
decision--continuous-fixed-h1--seed20260908--issue-77-n1-011--power,issue-77-n1-011-a02,issue-77-n1-011,type010105,training,continuous-fixed-h1,20260908,False,20,20,0,,19,60.03597378730774,False,,,,,,-0.49624060150375937,0.7088524811110573,-0.9231372497828885,True,,power,-27,75,79.71198153351854,70.20112364547508,80,70.1253667631526,10.0,9.999543486544423
decision--continuous-fixed-h1--seed20260909--issue-77-n1-011--power,issue-77-n1-011-a02,issue-77-n1-011,type010105,training,continuous-fixed-h1,20260909,False,20,20,0,,14,86.08528554439545,False,,,,,,-0.30075187969924805,0.8391728628668627,-0.8176358498077012,True,,power,-51,61,79.51100552753688,50.10216525235819,80,49.82737391542728,10.0,9.999338853190956
decision--continuous-fixed-h1--seed20260910--issue-77-n1-011--power,issue-77-n1-011-a02,issue-77-n1-011,type010105,training,continuous-fixed-h1,20260910,False,20,20,0,,14,90.27832853794098,False,,,,,,-0.3684210526315789,0.7984948246309465,-0.85154701408544,True,,power,-51,61,79.51100552753688,50.10216525235819,80,49.82737391542728,10.0,9.999338853190956
decision--continuous-fixed-h5--seed20260908--issue-77-n1-011--power,issue-77-n1-011-a02,issue-77-n1-011,type010105,training,continuous-fixed-h5,20260908,False,20,20,0,,19,36.36563777923584,False,,,,,,-0.49624060150375937,0.7088524811110573,-0.9231372497828885,True,,power,-27,75,79.71198153351854,70.20112364547508,80,70.1253667631526,10.0,9.999543486544423
decision--continuous-fixed-h5--seed20260909--issue-77-n1-011--power,issue-77-n1-011-a02,issue-77-n1-011,type010105,training,continuous-fixed-h5,20260909,False,20,20,0,,14,66.20438742637634,False,,,,,,-0.3984962406015037,0.7849354785523078,-0.8620971540829587,True,,power,-51,61,79.51100552753688,50.10216525235819,80,49.82737391542728,10.0,9.999338853190956
decision--continuous-fixed-h5--seed20260910--issue-77-n1-011--power,issue-77-n1-011-a02,issue-77-n1-011,type010105,training,continuous-fixed-h5,20260910,False,20,20,0,,14,76.51237678527832,False,,,,,,-0.3984962406015037,0.7849354785523078,-0.8620971540829587,True,,power,-51,61,79.51100552753688,50.10216525235819,80,49.82737391542728,10.0,9.999338853190956
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-011--power,issue-77-n1-011-a02,issue-77-n1-011,type010105,training,hybrid-fixed-h1,20260908,False,20,20,0,,19,52.650166749954224,False,,,,,,-0.8406015037593983,0.2583808724985044,-0.9593091583458099,True,,power,-27,75,79.71198153351854,70.20112364547508,80,70.1253667631526,10.0,9.999543486544423
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-011--power,issue-77-n1-011-a02,issue-77-n1-011,type010105,training,hybrid-fixed-h1,20260909,False,20,20,0,,19,65.0259867310524,False,,,,,,-0.6781954887218045,0.5145018539839024,-0.9917131597667601,True,,power,-27,75,79.71198153351854,70.20112364547508,80,70.1253667631526,10.0,9.999543486544423
decision--hybrid-fixed-h1--seed20260910--issue-77-n1-011--power,issue-77-n1-011-a02,issue-77-n1-011,type010105,training,hybrid-fixed-h1,20260910,False,20,20,0,,19,61.305795669555664,False,,,,,,-0.4827067669172932,0.7216585301853271,-0.9156014354989465,True,,power,-27,75,79.71198153351854,70.20112364547508,80,70.1253667631526,10.0,9.999543486544423
decision--continuous-fixed-h1--seed20260908--issue-77-n1-012--power,issue-77-n1-012-a08,issue-77-n1-012,type010105,training,continuous-fixed-h1,20260908,False,20,20,0,,19,71.92561602592468,False,,,,,,-0.49624060150375937,0.7088524811110573,-0.9231372497828885,True,,power,-27,75,79.71198153351854,70.20112364547508,80,70.1253667631526,10.0,9.999543486544423
decision--continuous-fixed-h1--seed20260909--issue-77-n1-012--power,issue-77-n1-012-a08,issue-77-n1-012,type010105,training,continuous-fixed-h1,20260909,False,20,20,0,,14,100.55848544836044,False,,,,,,-0.3383458646616541,0.8218470317663799,-0.835721804089162,True,,power,-51,61,79.51100552753688,50.10216525235819,80,49.82737391542728,10.0,9.999338853190956
decision--continuous-fixed-h1--seed20260910--issue-77-n1-012--power,issue-77-n1-012-a08,issue-77-n1-012,type010105,training,continuous-fixed-h1,20260910,False,20,20,0,,14,90.71393674612045,False,,,,,,-0.4120300751879699,0.7751426174955133,-0.8741544569372657,True,,power,-51,61,79.51100552753688,50.10216525235819,80,49.82737391542728,10.0,9.999338853190956
decision--continuous-fixed-h5--seed20260908--issue-77-n1-012--power,issue-77-n1-012-a08,issue-77-n1-012,type010105,training,continuous-fixed-h5,20260908,False,20,20,0,,19,55.12738025188446,False,,,,,,-0.49624060150375937,0.7088524811110573,-0.9231372497828885,True,,power,-27,75,79.71198153351854,70.20112364547508,80,70.1253667631526,10.0,9.999543486544423
decision--continuous-fixed-h5--seed20260909--issue-77-n1-012--power,issue-77-n1-012-a08,issue-77-n1-012,type010105,training,continuous-fixed-h5,20260909,False,20,20,0,,14,96.81485360860825,False,,,,,,-0.4120300751879699,0.7751426174955133,-0.8741544569372657,True,,power,-51,61,79.51100552753688,50.10216525235819,80,49.82737391542728,10.0,9.999338853190956
decision--continuous-fixed-h5--seed20260910--issue-77-n1-012--power,issue-77-n1-012-a08,issue-77-n1-012,type010105,training,continuous-fixed-h5,20260910,False,20,20,0,,14,98.39443153142929,False,,,,,,-0.3984962406015037,0.7849354785523078,-0.8620971540829587,True,,power,-51,61,79.51100552753688,50.10216525235819,80,49.82737391542728,10.0,9.999338853190956
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-012--power,issue-77-n1-012-a08,issue-77-n1-012,type010105,training,hybrid-fixed-h1,20260908,False,20,20,0,,19,77.62745779752731,False,,,,,,-0.8661654135338346,0.09265553153736454,-0.8553149212274109,True,,power,-27,75,79.71198153351854,70.20112364547508,80,70.1253667631526,10.0,9.999543486544423
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-012--power,issue-77-n1-012-a08,issue-77-n1-012,type010105,training,hybrid-fixed-h1,20260909,False,20,20,0,,19,67.73498833179474,False,,,,,,-0.6781954887218045,0.5145018539839024,-0.9917131597667601,True,,power,-27,75,79.71198153351854,70.20112364547508,80,70.1253667631526,10.0,9.999543486544423
decision--hybrid-fixed-h1--seed20260910--issue-77-n1-012--power,issue-77-n1-012-a08,issue-77-n1-012,type010105,training,hybrid-fixed-h1,20260910,False,20,20,0,,14,69.66883099079132,False,,,,,,-0.3383458646616541,0.8218470317663799,-0.835721804089162,True,,power,-51,61,79.51100552753688,50.10216525235819,80,49.82737391542728,10.0,9.999338853190956
decision--continuous-fixed-h1--seed20260908--issue-77-n1-013--power,issue-77-n1-013-a04,issue-77-n1-013,type010105,training,continuous-fixed-h1,20260908,False,20,20,1,8,19,78.31243479251862,False,False,False,0.05,0.15000000000000002,0.6842105263157895,-0.49624060150375937,0.7088524811110573,-0.9231372497828885,True,False,power,-27,75,79.71198153351854,70.20112364547508,80,70.1253667631526,10.0,9.999543486544423
decision--continuous-fixed-h1--seed20260909--issue-77-n1-013--power,issue-77-n1-013-a04,issue-77-n1-013,type010105,training,continuous-fixed-h1,20260909,False,20,20,1,8,14,114.86204046010971,False,False,False,0.05,0.15000000000000002,0.7368421052631579,-0.3383458646616541,0.8218470317663799,-0.835721804089162,True,False,power,-51,61,79.51100552753688,50.10216525235819,80,49.82737391542728,10.0,9.999338853190956
decision--continuous-fixed-h1--seed20260910--issue-77-n1-013--power,issue-77-n1-013-a04,issue-77-n1-013,type010105,training,continuous-fixed-h1,20260910,False,20,20,1,8,14,92.07087498903275,False,False,False,0.05,0.15000000000000002,0.6842105263157895,-0.4120300751879699,0.7751426174955133,-0.8741544569372657,True,False,power,-51,61,79.51100552753688,50.10216525235819,80,49.82737391542728,10.0,9.999338853190956
decision--continuous-fixed-h5--seed20260908--issue-77-n1-013--power,issue-77-n1-013-a04,issue-77-n1-013,type010105,training,continuous-fixed-h5,20260908,False,20,20,1,8,19,62.74773967266083,False,False,False,0.05,0.15000000000000002,0.6842105263157895,-0.49624060150375937,0.7088524811110573,-0.9231372497828885,True,False,power,-27,75,79.71198153351854,70.20112364547508,80,70.1253667631526,10.0,9.999543486544423
decision--continuous-fixed-h5--seed20260909--issue-77-n1-013--power,issue-77-n1-013-a04,issue-77-n1-013,type010105,training,continuous-fixed-h5,20260909,False,20,20,1,8,14,120.02061551809311,False,False,False,0.05,0.15000000000000002,0.6842105263157895,-0.4120300751879699,0.7751426174955133,-0.8741544569372657,True,False,power,-51,61,79.51100552753688,50.10216525235819,80,49.82737391542728,10.0,9.999338853190956
decision--continuous-fixed-h5--seed20260910--issue-77-n1-013--power,issue-77-n1-013-a04,issue-77-n1-013,type010105,training,continuous-fixed-h5,20260910,False,20,20,1,8,14,98.5291890501976,False,False,False,0.05,0.15000000000000002,0.6842105263157895,-0.3984962406015037,0.7849354785523078,-0.8620971540829587,True,False,power,-51,61,79.51100552753688,50.10216525235819,80,49.82737391542728,10.0,9.999338853190956
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-013--power,issue-77-n1-013-a04,issue-77-n1-013,type010105,training,hybrid-fixed-h1,20260908,False,20,20,1,8,19,89.23754161596298,False,False,False,0.05,0.15000000000000002,0.5263157894736842,-0.8556390977443609,0.05649727532766131,-0.7965355698126638,True,False,power,-27,75,79.71198153351854,70.20112364547508,80,70.1253667631526,10.0,9.999543486544423
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-013--power,issue-77-n1-013-a04,issue-77-n1-013,type010105,training,hybrid-fixed-h1,20260909,False,20,20,1,8,19,77.60644841194153,False,False,False,0.05,0.15000000000000002,0.5789473684210527,-0.6827067669172932,0.5047089929271078,-0.9939739040519427,True,False,power,-27,75,79.71198153351854,70.20112364547508,80,70.1253667631526,10.0,9.999543486544423
decision--hybrid-fixed-h1--seed20260910--issue-77-n1-013--power,issue-77-n1-013-a04,issue-77-n1-013,type010105,training,hybrid-fixed-h1,20260910,False,20,20,1,8,14,72.19666296243668,False,False,False,0.05,0.15000000000000002,0.6842105263157895,-0.42556390977443603,0.7653497564387186,-0.8847045969347844,True,False,power,-51,61,79.51100552753688,50.10216525235819,80,49.82737391542728,10.0,9.999338853190956
decision--continuous-fixed-h1--seed20260908--issue-77-n1-014--power,issue-77-n1-014-a01,issue-77-n1-014,type010105,calibration,continuous-fixed-h1,20260908,False,20,20,1,8,19,51.88254404067993,False,False,False,0.05,0.15000000000000002,0.6842105263157895,-0.49624060150375937,0.7088524811110573,-0.9231372497828885,True,False,power,-27,75,79.71198153351854,70.20112364547508,80,70.1253667631526,10.0,9.999543486544423
decision--continuous-fixed-h1--seed20260909--issue-77-n1-014--power,issue-77-n1-014-a01,issue-77-n1-014,type010105,calibration,continuous-fixed-h1,20260909,False,20,20,1,8,14,79.51251417398453,False,False,False,0.05,0.15000000000000002,0.7368421052631579,-0.30075187969924805,0.8391728628668627,-0.8176358498077012,True,False,power,-51,61,79.51100552753688,50.10216525235819,80,49.82737391542728,10.0,9.999338853190956
decision--continuous-fixed-h1--seed20260910--issue-77-n1-014--power,issue-77-n1-014-a01,issue-77-n1-014,type010105,calibration,continuous-fixed-h1,20260910,False,20,20,1,8,14,83.21347922086716,False,False,False,0.05,0.15000000000000002,0.6842105263157895,-0.38345864661654133,0.7954816366134713,-0.8545613397990167,True,False,power,-51,61,79.51100552753688,50.10216525235819,80,49.82737391542728,10.0,9.999338853190956
decision--continuous-fixed-h5--seed20260908--issue-77-n1-014--power,issue-77-n1-014-a01,issue-77-n1-014,type010105,calibration,continuous-fixed-h5,20260908,False,20,20,1,8,19,21.375825077295303,False,False,False,0.05,0.15000000000000002,0.6842105263157895,-0.49624060150375937,0.7088524811110573,-0.9231372497828885,True,False,power,-27,75,79.71198153351854,70.20112364547508,80,70.1253667631526,10.0,9.999543486544423
decision--continuous-fixed-h5--seed20260909--issue-77-n1-014--power,issue-77-n1-014-a01,issue-77-n1-014,type010105,calibration,continuous-fixed-h5,20260909,False,20,20,1,8,14,55.84920555353165,False,False,False,0.05,0.15000000000000002,0.6842105263157895,-0.3984962406015037,0.7849354785523078,-0.8620971540829587,True,False,power,-51,61,79.51100552753688,50.10216525235819,80,49.82737391542728,10.0,9.999338853190956
decision--continuous-fixed-h5--seed20260910--issue-77-n1-014--power,issue-77-n1-014-a01,issue-77-n1-014,type010105,calibration,continuous-fixed-h5,20260910,False,20,20,1,8,14,69.53911060094833,False,False,False,0.05,0.15000000000000002,0.6842105263157895,-0.3984962406015037,0.7849354785523078,-0.8620971540829587,True,False,power,-51,61,79.51100552753688,50.10216525235819,80,49.82737391542728,10.0,9.999338853190956
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-014--power,issue-77-n1-014-a01,issue-77-n1-014,type010105,calibration,hybrid-fixed-h1,20260908,False,20,20,1,8,19,50.11415261030197,False,False,False,0.05,0.15000000000000002,0.5263157894736842,-0.8406015037593983,0.2583808724985044,-0.9593091583458099,True,False,power,-27,75,79.71198153351854,70.20112364547508,80,70.1253667631526,10.0,9.999543486544423
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-014--power,issue-77-n1-014-a01,issue-77-n1-014,type010105,calibration,hybrid-fixed-h1,20260909,False,20,20,1,8,19,59.86959892511368,False,False,False,0.05,0.15000000000000002,0.5789473684210527,-0.6781954887218045,0.5145018539839024,-0.9917131597667601,True,False,power,-27,75,79.71198153351854,70.20112364547508,80,70.1253667631526,10.0,9.999543486544423
decision--hybrid-fixed-h1--seed20260910--issue-77-n1-014--power,issue-77-n1-014-a01,issue-77-n1-014,type010105,calibration,hybrid-fixed-h1,20260910,False,20,20,1,8,19,56.43196076154709,False,False,False,0.05,0.15000000000000002,0.6842105263157895,-0.49624060150375937,0.7088524811110573,-0.9231372497828885,True,False,power,-27,75,79.71198153351854,70.20112364547508,80,70.1253667631526,10.0,9.999543486544423
decision--continuous-fixed-h1--seed20260908--issue-77-n1-015--power,issue-77-n1-015-a06,issue-77-n1-015,type010105,training,continuous-fixed-h1,20260908,False,20,20,0,,19,69.40211975574493,False,,,,,,-0.4827067669172932,0.7216585301853271,-0.9156014354989465,True,,power,-27,75,79.71198153351854,70.20112364547508,80,70.1253667631526,10.0,9.999543486544423
decision--continuous-fixed-h1--seed20260909--issue-77-n1-015--power,issue-77-n1-015-a06,issue-77-n1-015,type010105,training,continuous-fixed-h1,20260909,False,20,20,0,,14,102.0765734910965,False,,,,,,-0.2781954887218045,0.8534855059498702,-0.801057058383029,True,,power,-51,61,79.51100552753688,50.10216525235819,80,49.82737391542728,10.0,9.999338853190956
decision--continuous-fixed-h1--seed20260910--issue-77-n1-015--power,issue-77-n1-015-a06,issue-77-n1-015,type010105,training,continuous-fixed-h1,20260910,False,20,20,0,,14,93.20450764894485,False,,,,,,-0.3533834586466165,0.8105475767008475,-0.844011199801498,True,,power,-51,61,79.51100552753688,50.10216525235819,80,49.82737391542728,10.0,9.999338853190956
decision--continuous-fixed-h5--seed20260908--issue-77-n1-015--power,issue-77-n1-015-a06,issue-77-n1-015,type010105,training,continuous-fixed-h5,20260908,False,20,20,0,,19,59.08346837759018,False,,,,,,-0.49624060150375937,0.7088524811110573,-0.9231372497828885,True,,power,-27,75,79.71198153351854,70.20112364547508,80,70.1253667631526,10.0,9.999543486544423
decision--continuous-fixed-h5--seed20260909--issue-77-n1-015--power,issue-77-n1-015-a06,issue-77-n1-015,type010105,training,continuous-fixed-h5,20260909,False,20,20,0,,14,103.38603472709656,False,,,,,,-0.38345864661654133,0.7954816366134713,-0.8545613397990167,True,,power,-51,61,79.51100552753688,50.10216525235819,80,49.82737391542728,10.0,9.999338853190956
decision--continuous-fixed-h5--seed20260910--issue-77-n1-015--power,issue-77-n1-015-a06,issue-77-n1-015,type010105,training,continuous-fixed-h5,20260910,False,20,20,0,,14,83.49089503288269,False,,,,,,-0.38345864661654133,0.7954816366134713,-0.8545613397990167,True,,power,-51,61,79.51100552753688,50.10216525235819,80,49.82737391542728,10.0,9.999338853190956
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-015--power,issue-77-n1-015-a06,issue-77-n1-015,type010105,training,hybrid-fixed-h1,20260908,False,20,20,0,,19,54.05987870693207,False,,,,,,-0.8616541353383457,0.21845613126695704,-0.936701715493984,True,,power,-27,75,79.71198153351854,70.20112364547508,80,70.1253667631526,10.0,9.999543486544423
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-015--power,issue-77-n1-015-a06,issue-77-n1-015,type010105,training,hybrid-fixed-h1,20260909,False,20,20,0,,19,70.70873379707336,False,,,,,,-0.6781954887218045,0.5145018539839024,-0.9917131597667601,True,,power,-27,75,79.71198153351854,70.20112364547508,80,70.1253667631526,10.0,9.999543486544423
decision--hybrid-fixed-h1--seed20260910--issue-77-n1-015--power,issue-77-n1-015-a06,issue-77-n1-015,type010105,training,hybrid-fixed-h1,20260910,False,20,20,0,,19,60.52004152536392,False,,,,,,-0.4827067669172932,0.7216585301853271,-0.9156014354989465,True,,power,-27,75,79.71198153351854,70.20112364547508,80,70.1253667631526,10.0,9.999543486544423
decision--continuous-fixed-h1--seed20260908--issue-77-n1-016--power,issue-77-n1-016-a03,issue-77-n1-016,type010105,calibration,continuous-fixed-h1,20260908,False,20,20,0,,19,42.508314430713654,False,,,,,,-0.49624060150375937,0.7088524811110573,-0.9231372497828885,True,,power,-27,75,79.71198153351854,70.20112364547508,80,70.1253667631526,10.0,9.999543486544423
decision--continuous-fixed-h1--seed20260909--issue-77-n1-016--power,issue-77-n1-016-a03,issue-77-n1-016,type010105,calibration,continuous-fixed-h1,20260909,False,20,20,0,,14,70.08469653129578,False,,,,,,-0.30075187969924805,0.8391728628668627,-0.8176358498077012,True,,power,-51,61,79.51100552753688,50.10216525235819,80,49.82737391542728,10.0,9.999338853190956
decision--continuous-fixed-h1--seed20260910--issue-77-n1-016--power,issue-77-n1-016-a03,issue-77-n1-016,type010105,calibration,continuous-fixed-h1,20260910,False,20,20,0,,14,75.42381620407104,False,,,,,,-0.38345864661654133,0.7954816366134713,-0.8545613397990167,True,,power,-51,61,79.51100552753688,50.10216525235819,80,49.82737391542728,10.0,9.999338853190956
decision--continuous-fixed-h5--seed20260908--issue-77-n1-016--power,issue-77-n1-016-a03,issue-77-n1-016,type010105,calibration,continuous-fixed-h5,20260908,False,20,20,0,,19,13.404410943388939,False,,,,,,-0.49624060150375937,0.7088524811110573,-0.9231372497828885,True,,power,-27,75,79.71198153351854,70.20112364547508,80,70.1253667631526,10.0,9.999543486544423
decision--continuous-fixed-h5--seed20260909--issue-77-n1-016--power,issue-77-n1-016-a03,issue-77-n1-016,type010105,calibration,continuous-fixed-h5,20260909,False,20,20,0,,14,45.674765050411224,False,,,,,,-0.3984962406015037,0.7849354785523078,-0.8620971540829587,True,,power,-51,61,79.51100552753688,50.10216525235819,80,49.82737391542728,10.0,9.999338853190956
decision--continuous-fixed-h5--seed20260910--issue-77-n1-016--power,issue-77-n1-016-a03,issue-77-n1-016,type010105,calibration,continuous-fixed-h5,20260910,False,20,20,0,,14,57.752994894981384,False,,,,,,-0.3984962406015037,0.7849354785523078,-0.8620971540829587,True,,power,-51,61,79.51100552753688,50.10216525235819,80,49.82737391542728,10.0,9.999338853190956
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-016--power,issue-77-n1-016-a03,issue-77-n1-016,type010105,calibration,hybrid-fixed-h1,20260908,False,20,20,0,,19,39.02328008413315,False,,,,,,-0.8616541353383457,0.21845613126695704,-0.936701715493984,True,,power,-27,75,79.71198153351854,70.20112364547508,80,70.1253667631526,10.0,9.999543486544423
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-016--power,issue-77-n1-016-a03,issue-77-n1-016,type010105,calibration,hybrid-fixed-h1,20260909,False,20,20,0,,19,48.6122652888298,False,,,,,,-0.6781954887218045,0.5145018539839024,-0.9917131597667601,True,,power,-27,75,79.71198153351854,70.20112364547508,80,70.1253667631526,10.0,9.999543486544423
decision--hybrid-fixed-h1--seed20260910--issue-77-n1-016--power,issue-77-n1-016-a03,issue-77-n1-016,type010105,calibration,hybrid-fixed-h1,20260910,False,20,20,0,,19,46.84898525476456,False,,,,,,-0.4827067669172932,0.7216585301853271,-0.9156014354989465,True,,power,-27,75,79.71198153351854,70.20112364547508,80,70.1253667631526,10.0,9.999543486544423
