cell_identity,state,source_member,family,exposure_role,system,seed,typed_failure,n_candidates,verdict_slots,n_successes,successful_ordinals,chosen_ordinal,chosen_predicted_cost,chosen_in_success_band,top1_hit,top3_hit,chance_top1,chance_top3,auc,spearman_ordinal,spearman_drag_x,spearman_drag_y,bound_issue87_only,first_shot_success_issue87_only
decision--continuous-fixed-h5--seed20260908--issue-77-n1-014-a10,issue-77-n1-014-a10,issue-77-n1-014,type010105,calibration,continuous-fixed-h5,20260908,False,13,13,1,4,9,21.302115947008133,False,False,False,0.07692307692307693,0.23076923076923073,0.3333333333333333,-0.9175824175824175,-0.9215964702002218,-0.9230769230769231,True,False
decision--continuous-fixed-h5--seed20260908--issue-77-n1-015-a06,issue-77-n1-015-a06,issue-77-n1-015,type010105,training,continuous-fixed-h5,20260908,False,13,13,0,,9,58.99877792596817,False,,,,,,-0.8901098901098902,-0.8940861278061853,-0.8956043956043955,True,False
decision--continuous-fixed-h5--seed20260908--issue-77-n1-016-a03,issue-77-n1-016-a03,issue-77-n1-016,type010105,calibration,continuous-fixed-h5,20260908,False,13,13,1,3,9,13.344335541129112,False,False,False,0.07692307692307693,0.23076923076923073,0.25,-0.9175824175824175,-0.9215964702002218,-0.9230769230769231,True,False
decision--continuous-fixed-h5--seed20260908--issue-77-n1-016-a12,issue-77-n1-016-a12,issue-77-n1-016,type010105,calibration,continuous-fixed-h5,20260908,False,13,13,1,3,9,13.344335541129112,False,False,False,0.07692307692307693,0.23076923076923073,0.25,-0.9175824175824175,-0.9215964702002218,-0.9230769230769231,True,False
decision--continuous-fixed-h5--seed20260909--issue-77-n1-001-a00,issue-77-n1-001-a00,issue-77-n1-001,type010103,training,continuous-fixed-h5,20260909,False,12,12,1,6,7,99.97855657339096,False,False,False,0.08333333333333333,0.25,0.7272727272727273,-0.6643356643356644,-0.6690027772631206,-0.6713286713286714,True,False
decision--continuous-fixed-h5--seed20260909--issue-77-n1-001-a07,issue-77-n1-001-a07,issue-77-n1-001,type010103,training,continuous-fixed-h5,20260909,False,12,12,1,6,7,99.97855657339096,False,False,False,0.08333333333333333,0.25,0.7272727272727273,-0.6643356643356644,-0.6690027772631206,-0.6713286713286714,True,False
decision--continuous-fixed-h5--seed20260909--issue-77-n1-003-a00,issue-77-n1-003-a00,issue-77-n1-003,type010103,training,continuous-fixed-h5,20260909,False,9,9,0,,7,58.62341511249542,False,,,,,,-0.75,-0.7615129419677079,-0.7666666666666667,True,False
decision--continuous-fixed-h5--seed20260909--issue-77-n1-003-a10,issue-77-n1-003-a10,issue-77-n1-003,type010103,training,continuous-fixed-h5,20260909,False,9,9,0,,7,58.62341511249542,False,,,,,,-0.75,-0.7615129419677079,-0.7666666666666667,True,False
decision--continuous-fixed-h5--seed20260909--issue-77-n1-004-a07,issue-77-n1-004-a07,issue-77-n1-004,type010103,training,continuous-fixed-h5,20260909,False,9,9,0,,7,142.47817373275757,False,,,,,,-0.4666666666666666,-0.4666666666666666,-0.4666666666666666,True,False
decision--continuous-fixed-h5--seed20260909--issue-77-n1-005-a07,issue-77-n1-005-a07,issue-77-n1-005,type010103,training,continuous-fixed-h5,20260909,True,0,3,1,7,,,,,,,,,,,,False,
decision--continuous-fixed-h5--seed20260909--issue-77-n1-006-a05,issue-77-n1-006-a05,issue-77-n1-006,type010103,training,continuous-fixed-h5,20260909,False,13,13,1,5,7,139.3378536105156,False,False,False,0.07692307692307693,0.23076923076923073,0.6666666666666666,-0.48901098901098894,-0.4924351288532529,-0.4945054945054945,True,False
decision--continuous-fixed-h5--seed20260909--issue-77-n1-006-a11,issue-77-n1-006-a11,issue-77-n1-006,type010103,training,continuous-fixed-h5,20260909,False,13,13,1,5,7,139.3378536105156,False,False,False,0.07692307692307693,0.23076923076923073,0.6666666666666666,-0.48901098901098894,-0.4924351288532529,-0.4945054945054945,True,False
decision--continuous-fixed-h5--seed20260909--issue-77-n1-007-a05,issue-77-n1-007-a05,issue-77-n1-007,type010103,calibration,continuous-fixed-h5,20260909,False,13,13,0,,7,98.60124832391739,False,,,,,,-0.6043956043956044,-0.607978566908206,-0.6098901098901099,True,False
decision--continuous-fixed-h5--seed20260909--issue-77-n1-007-a12,issue-77-n1-007-a12,issue-77-n1-007,type010103,calibration,continuous-fixed-h5,20260909,False,13,13,0,,7,98.60124832391739,False,,,,,,-0.6043956043956044,-0.607978566908206,-0.6098901098901099,True,False
decision--continuous-fixed-h5--seed20260909--issue-77-n1-008-a05,issue-77-n1-008-a05,issue-77-n1-008,type010103,calibration,continuous-fixed-h5,20260909,False,13,13,0,,7,132.96299266815186,False,,,,,,-0.48901098901098894,-0.4924351288532529,-0.4945054945054945,True,False
decision--continuous-fixed-h5--seed20260909--issue-77-n1-008-a12,issue-77-n1-008-a12,issue-77-n1-008,type010103,calibration,continuous-fixed-h5,20260909,False,13,13,0,,7,132.96299266815186,False,,,,,,-0.48901098901098894,-0.4924351288532529,-0.4945054945054945,True,False
decision--continuous-fixed-h5--seed20260909--issue-77-n1-009-a00,issue-77-n1-009-a00,issue-77-n1-009,type010105,training,continuous-fixed-h5,20260909,False,13,13,0,,8,79.77425181865692,False,,,,,,-0.6318681318681317,-0.6354889093022426,-0.6373626373626374,True,False
decision--continuous-fixed-h5--seed20260909--issue-77-n1-009-a09,issue-77-n1-009-a09,issue-77-n1-009,type010105,training,continuous-fixed-h5,20260909,False,13,13,0,,8,79.77425181865692,False,,,,,,-0.6318681318681317,-0.6354889093022426,-0.6373626373626374,True,False
decision--continuous-fixed-h5--seed20260909--issue-77-n1-010-a06,issue-77-n1-010-a06,issue-77-n1-010,type010105,training,continuous-fixed-h5,20260909,False,13,13,1,2,7,129.80416703224182,False,False,False,0.07692307692307693,0.23076923076923073,0.16666666666666666,-0.48901098901098894,-0.4924351288532529,-0.4945054945054945,False,
decision--continuous-fixed-h5--seed20260909--issue-77-n1-011-a02,issue-77-n1-011-a02,issue-77-n1-011,type010105,training,continuous-fixed-h5,20260909,False,13,13,1,4,7,66.04138231277466,False,False,False,0.07692307692307693,0.23076923076923073,0.4166666666666667,-0.6043956043956044,-0.607978566908206,-0.6098901098901099,True,False
decision--continuous-fixed-h5--seed20260909--issue-77-n1-011-a11,issue-77-n1-011-a11,issue-77-n1-011,type010105,training,continuous-fixed-h5,20260909,False,13,13,1,4,7,66.04138231277466,False,False,False,0.07692307692307693,0.23076923076923073,0.4166666666666667,-0.6043956043956044,-0.607978566908206,-0.6098901098901099,True,False
decision--continuous-fixed-h5--seed20260909--issue-77-n1-012-a08,issue-77-n1-012-a08,issue-77-n1-012,type010105,training,continuous-fixed-h5,20260909,False,13,13,1,4,8,96.66675394773483,False,False,False,0.07692307692307693,0.23076923076923073,0.4166666666666667,-0.6098901098901099,-0.6134806353870134,-0.6153846153846153,True,False
decision--continuous-fixed-h5--seed20260909--issue-77-n1-013-a04,issue-77-n1-013-a04,issue-77-n1-013,type010105,training,continuous-fixed-h5,20260909,False,13,13,0,,8,119.86642163991928,False,,,,,,-0.6318681318681317,-0.6354889093022426,-0.6373626373626374,True,False
decision--continuous-fixed-h5--seed20260909--issue-77-n1-014-a01,issue-77-n1-014-a01,issue-77-n1-014,type010105,calibration,continuous-fixed-h5,20260909,False,13,13,1,4,7,55.691026985645294,False,False,False,0.07692307692307693,0.23076923076923073,0.4166666666666667,-0.6043956043956044,-0.607978566908206,-0.6098901098901099,True,False
decision--continuous-fixed-h5--seed20260909--issue-77-n1-014-a10,issue-77-n1-014-a10,issue-77-n1-014,type010105,calibration,continuous-fixed-h5,20260909,False,13,13,1,4,7,55.691026985645294,False,False,False,0.07692307692307693,0.23076923076923073,0.4166666666666667,-0.6043956043956044,-0.607978566908206,-0.6098901098901099,False,
decision--continuous-fixed-h5--seed20260909--issue-77-n1-015-a06,issue-77-n1-015-a06,issue-77-n1-015,type010105,training,continuous-fixed-h5,20260909,False,13,13,0,,7,103.21360921859741,False,,,,,,-0.6043956043956044,-0.607978566908206,-0.6098901098901099,True,False
decision--continuous-fixed-h5--seed20260909--issue-77-n1-016-a03,issue-77-n1-016-a03,issue-77-n1-016,type010105,calibration,continuous-fixed-h5,20260909,False,13,13,1,3,7,45.51572746038437,False,False,False,0.07692307692307693,0.23076923076923073,0.25,-0.6043956043956044,-0.607978566908206,-0.6098901098901099,False,
decision--continuous-fixed-h5--seed20260909--issue-77-n1-016-a12,issue-77-n1-016-a12,issue-77-n1-016,type010105,calibration,continuous-fixed-h5,20260909,False,13,13,1,3,7,45.51572746038437,False,False,False,0.07692307692307693,0.23076923076923073,0.25,-0.6043956043956044,-0.607978566908206,-0.6098901098901099,True,False
decision--continuous-fixed-h5--seed20260910--issue-77-n1-001-a00,issue-77-n1-001-a00,issue-77-n1-001,type010103,training,continuous-fixed-h5,20260910,False,12,12,1,6,7,94.54387271404266,False,False,False,0.08333333333333333,0.25,0.7272727272727273,-0.6083916083916086,-0.6129606597960531,-0.6153846153846154,True,False
decision--continuous-fixed-h5--seed20260910--issue-77-n1-001-a07,issue-77-n1-001-a07,issue-77-n1-001,type010103,training,continuous-fixed-h5,20260910,False,12,12,1,6,7,94.54387271404266,False,False,False,0.08333333333333333,0.25,0.7272727272727273,-0.6083916083916086,-0.6129606597960531,-0.6153846153846154,True,False
decision--continuous-fixed-h5--seed20260910--issue-77-n1-003-a00,issue-77-n1-003-a00,issue-77-n1-003,type010103,training,continuous-fixed-h5,20260910,False,9,9,0,,7,63.29494631290436,False,,,,,,-0.75,-0.7615129419677079,-0.7666666666666667,True,False
decision--continuous-fixed-h5--seed20260910--issue-77-n1-003-a10,issue-77-n1-003-a10,issue-77-n1-003,type010103,training,continuous-fixed-h5,20260910,False,9,9,0,,7,63.29494631290436,False,,,,,,-0.75,-0.7615129419677079,-0.7666666666666667,True,False
decision--continuous-fixed-h5--seed20260910--issue-77-n1-004-a07,issue-77-n1-004-a07,issue-77-n1-004,type010103,training,continuous-fixed-h5,20260910,False,9,9,0,,7,110.47531712055206,False,,,,,,-0.38333333333333336,-0.38333333333333336,-0.38333333333333336,True,False
decision--continuous-fixed-h5--seed20260910--issue-77-n1-005-a07,issue-77-n1-005-a07,issue-77-n1-005,type010103,training,continuous-fixed-h5,20260910,True,0,3,1,7,,,,,,,,,,,,False,
decision--continuous-fixed-h5--seed20260910--issue-77-n1-006-a05,issue-77-n1-006-a05,issue-77-n1-006,type010103,training,continuous-fixed-h5,20260910,False,13,13,1,5,7,59.099047780036926,False,False,False,0.07692307692307693,0.23076923076923073,0.5833333333333334,-0.6043956043956044,-0.607978566908206,-0.6098901098901099,True,False
decision--continuous-fixed-h5--seed20260910--issue-77-n1-006-a11,issue-77-n1-006-a11,issue-77-n1-006,type010103,training,continuous-fixed-h5,20260910,False,13,13,1,5,7,59.099047780036926,False,False,False,0.07692307692307693,0.23076923076923073,0.5833333333333334,-0.6043956043956044,-0.607978566908206,-0.6098901098901099,True,False
decision--continuous-fixed-h5--seed20260910--issue-77-n1-007-a05,issue-77-n1-007-a05,issue-77-n1-007,type010103,calibration,continuous-fixed-h5,20260910,False,13,13,0,,7,15.454025134444237,False,,,,,,-0.48901098901098894,-0.4924351288532529,-0.4945054945054945,True,False
decision--continuous-fixed-h5--seed20260910--issue-77-n1-007-a12,issue-77-n1-007-a12,issue-77-n1-007,type010103,calibration,continuous-fixed-h5,20260910,False,13,13,0,,7,15.454025134444237,False,,,,,,-0.48901098901098894,-0.4924351288532529,-0.4945054945054945,True,False
decision--continuous-fixed-h5--seed20260910--issue-77-n1-008-a05,issue-77-n1-008-a05,issue-77-n1-008,type010103,calibration,continuous-fixed-h5,20260910,False,13,13,0,,7,53.32838815450668,False,,,,,,-0.6043956043956044,-0.607978566908206,-0.6098901098901099,True,False
decision--continuous-fixed-h5--seed20260910--issue-77-n1-008-a12,issue-77-n1-008-a12,issue-77-n1-008,type010103,calibration,continuous-fixed-h5,20260910,False,13,13,0,,7,53.32838815450668,False,,,,,,-0.6043956043956044,-0.607978566908206,-0.6098901098901099,True,False
decision--continuous-fixed-h5--seed20260910--issue-77-n1-009-a00,issue-77-n1-009-a00,issue-77-n1-009,type010105,training,continuous-fixed-h5,20260910,False,13,13,0,,7,83.1655268073082,False,,,,,,-0.6043956043956044,-0.607978566908206,-0.6098901098901099,True,False
decision--continuous-fixed-h5--seed20260910--issue-77-n1-009-a09,issue-77-n1-009-a09,issue-77-n1-009,type010105,training,continuous-fixed-h5,20260910,False,13,13,0,,7,83.1655268073082,False,,,,,,-0.6043956043956044,-0.607978566908206,-0.6098901098901099,False,
decision--continuous-fixed-h5--seed20260910--issue-77-n1-010-a06,issue-77-n1-010-a06,issue-77-n1-010,type010105,training,continuous-fixed-h5,20260910,False,13,13,1,2,7,61.910176515579224,False,False,False,0.07692307692307693,0.23076923076923073,0.16666666666666666,-0.6043956043956044,-0.607978566908206,-0.6098901098901099,False,
decision--continuous-fixed-h5--seed20260910--issue-77-n1-011-a02,issue-77-n1-011-a02,issue-77-n1-011,type010105,training,continuous-fixed-h5,20260910,False,13,13,1,4,7,76.35702729225159,False,False,False,0.07692307692307693,0.23076923076923073,0.4166666666666667,-0.6043956043956044,-0.607978566908206,-0.6098901098901099,True,False
decision--continuous-fixed-h5--seed20260910--issue-77-n1-011-a11,issue-77-n1-011-a11,issue-77-n1-011,type010105,training,continuous-fixed-h5,20260910,False,13,13,1,4,7,76.35702729225159,False,False,False,0.07692307692307693,0.23076923076923073,0.4166666666666667,-0.6043956043956044,-0.607978566908206,-0.6098901098901099,True,False
decision--continuous-fixed-h5--seed20260910--issue-77-n1-012-a08,issue-77-n1-012-a08,issue-77-n1-012,type010105,training,continuous-fixed-h5,20260910,False,13,13,1,4,7,98.25006085634232,False,False,False,0.07692307692307693,0.23076923076923073,0.4166666666666667,-0.6043956043956044,-0.607978566908206,-0.6098901098901099,True,False
decision--continuous-fixed-h5--seed20260910--issue-77-n1-013-a04,issue-77-n1-013-a04,issue-77-n1-013,type010105,training,continuous-fixed-h5,20260910,False,13,13,0,,7,98.38445490598679,False,,,,,,-0.6043956043956044,-0.607978566908206,-0.6098901098901099,True,False
decision--continuous-fixed-h5--seed20260910--issue-77-n1-014-a01,issue-77-n1-014-a01,issue-77-n1-014,type010105,calibration,continuous-fixed-h5,20260910,False,13,13,1,4,7,69.38761919736862,False,False,False,0.07692307692307693,0.23076923076923073,0.4166666666666667,-0.6043956043956044,-0.607978566908206,-0.6098901098901099,True,False
decision--continuous-fixed-h5--seed20260910--issue-77-n1-014-a10,issue-77-n1-014-a10,issue-77-n1-014,type010105,calibration,continuous-fixed-h5,20260910,False,13,13,1,4,7,69.38761919736862,False,False,False,0.07692307692307693,0.23076923076923073,0.4166666666666667,-0.6043956043956044,-0.607978566908206,-0.6098901098901099,False,
decision--continuous-fixed-h5--seed20260910--issue-77-n1-015-a06,issue-77-n1-015-a06,issue-77-n1-015,type010105,training,continuous-fixed-h5,20260910,False,13,13,0,,7,83.32062327861786,False,,,,,,-0.576923076923077,-0.5804682245141696,-0.5824175824175823,True,False
decision--continuous-fixed-h5--seed20260910--issue-77-n1-016-a03,issue-77-n1-016-a03,issue-77-n1-016,type010105,calibration,continuous-fixed-h5,20260910,False,13,13,1,3,7,57.5990646481514,False,False,False,0.07692307692307693,0.23076923076923073,0.25,-0.6043956043956044,-0.607978566908206,-0.6098901098901099,False,
decision--continuous-fixed-h5--seed20260910--issue-77-n1-016-a12,issue-77-n1-016-a12,issue-77-n1-016,type010105,calibration,continuous-fixed-h5,20260910,False,13,13,1,3,7,57.5990646481514,False,False,False,0.07692307692307693,0.23076923076923073,0.25,-0.6043956043956044,-0.607978566908206,-0.6098901098901099,True,False
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-001-a00,issue-77-n1-001-a00,issue-77-n1-001,type010103,training,hybrid-fixed-h1,20260908,False,12,12,1,6,12,43.82028245925903,False,False,False,0.08333333333333333,0.25,0.5454545454545454,-0.9930069930069931,-0.9982502173821435,-1.0,True,False
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-001-a07,issue-77-n1-001-a07,issue-77-n1-001,type010103,training,hybrid-fixed-h1,20260908,False,12,12,1,6,12,43.82028245925903,False,False,False,0.08333333333333333,0.25,0.5454545454545454,-0.9930069930069931,-0.9982502173821435,-1.0,True,False
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-003-a00,issue-77-n1-003-a00,issue-77-n1-003,type010103,training,hybrid-fixed-h1,20260908,False,9,9,0,,11,46.0911283493042,False,,,,,,-0.9833333333333333,-0.9958246164193105,-1.0,True,False
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-003-a10,issue-77-n1-003-a10,issue-77-n1-003,type010103,training,hybrid-fixed-h1,20260908,False,9,9,0,,11,46.0911283493042,False,,,,,,-0.9833333333333333,-0.9958246164193105,-1.0,False,
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-004-a07,issue-77-n1-004-a07,issue-77-n1-004,type010103,training,hybrid-fixed-h1,20260908,False,9,9,0,,12,83.18559485673904,False,,,,,,-1.0,-1.0,-1.0,True,False
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-005-a07,issue-77-n1-005-a07,issue-77-n1-005,type010103,training,hybrid-fixed-h1,20260908,True,0,3,1,7,,,,,,,,,,,,False,
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-006-a05,issue-77-n1-006-a05,issue-77-n1-006,type010103,training,hybrid-fixed-h1,20260908,False,13,13,1,5,12,55.61670684814453,False,False,False,0.07692307692307693,0.23076923076923073,0.4166666666666667,-0.9945054945054945,-0.998625428903524,-1.0,True,False
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-006-a11,issue-77-n1-006-a11,issue-77-n1-006,type010103,training,hybrid-fixed-h1,20260908,False,13,13,1,5,12,55.61670684814453,False,False,False,0.07692307692307693,0.23076923076923073,0.4166666666666667,-0.9945054945054945,-0.998625428903524,-1.0,True,False
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-007-a05,issue-77-n1-007-a05,issue-77-n1-007,type010103,calibration,hybrid-fixed-h1,20260908,False,13,13,0,,12,58.73178678750992,False,,,,,,-0.9945054945054945,-0.998625428903524,-1.0,True,False
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-007-a12,issue-77-n1-007-a12,issue-77-n1-007,type010103,calibration,hybrid-fixed-h1,20260908,False,13,13,0,,12,58.73178678750992,False,,,,,,-0.9945054945054945,-0.998625428903524,-1.0,True,False
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-008-a05,issue-77-n1-008-a05,issue-77-n1-008,type010103,calibration,hybrid-fixed-h1,20260908,False,13,13,0,,12,48.203082740306854,False,,,,,,-0.9945054945054945,-0.998625428903524,-1.0,True,False
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-008-a12,issue-77-n1-008-a12,issue-77-n1-008,type010103,calibration,hybrid-fixed-h1,20260908,False,13,13,0,,12,48.203082740306854,False,,,,,,-0.9945054945054945,-0.998625428903524,-1.0,True,False
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-009-a00,issue-77-n1-009-a00,issue-77-n1-009,type010105,training,hybrid-fixed-h1,20260908,False,13,13,0,,12,69.49636083841324,False,,,,,,-0.9945054945054945,-0.998625428903524,-1.0,True,False
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-009-a09,issue-77-n1-009-a09,issue-77-n1-009,type010105,training,hybrid-fixed-h1,20260908,False,13,13,0,,12,69.49636083841324,False,,,,,,-0.9945054945054945,-0.998625428903524,-1.0,True,False
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-010-a06,issue-77-n1-010-a06,issue-77-n1-010,type010105,training,hybrid-fixed-h1,20260908,False,13,13,1,2,12,50.81248599290848,False,False,False,0.07692307692307693,0.23076923076923073,0.16666666666666666,-0.9945054945054945,-0.998625428903524,-1.0,True,False
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-011-a02,issue-77-n1-011-a02,issue-77-n1-011,type010105,training,hybrid-fixed-h1,20260908,False,13,13,1,4,12,52.32563865184784,False,False,False,0.07692307692307693,0.23076923076923073,0.3333333333333333,-0.9945054945054945,-0.998625428903524,-1.0,True,False
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-011-a11,issue-77-n1-011-a11,issue-77-n1-011,type010105,training,hybrid-fixed-h1,20260908,False,13,13,1,4,12,52.32563865184784,False,False,False,0.07692307692307693,0.23076923076923073,0.3333333333333333,-0.9945054945054945,-0.998625428903524,-1.0,True,False
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-012-a08,issue-77-n1-012-a08,issue-77-n1-012,type010105,training,hybrid-fixed-h1,20260908,False,13,13,1,4,12,77.28460782766342,False,False,False,0.07692307692307693,0.23076923076923073,0.3333333333333333,-0.9945054945054945,-0.998625428903524,-1.0,True,False
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-013-a04,issue-77-n1-013-a04,issue-77-n1-013,type010105,training,hybrid-fixed-h1,20260908,False,13,13,0,,12,88.88798326253891,False,,,,,,-0.9945054945054945,-0.998625428903524,-1.0,True,False
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-014-a01,issue-77-n1-014-a01,issue-77-n1-014,type010105,calibration,hybrid-fixed-h1,20260908,False,13,13,1,4,12,49.791715919971466,False,False,False,0.07692307692307693,0.23076923076923073,0.3333333333333333,-0.9945054945054945,-0.998625428903524,-1.0,False,
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-014-a10,issue-77-n1-014-a10,issue-77-n1-014,type010105,calibration,hybrid-fixed-h1,20260908,False,13,13,1,4,12,49.791715919971466,False,False,False,0.07692307692307693,0.23076923076923073,0.3333333333333333,-0.9945054945054945,-0.998625428903524,-1.0,False,
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-015-a06,issue-77-n1-015-a06,issue-77-n1-015,type010105,training,hybrid-fixed-h1,20260908,False,13,13,0,,12,53.72023415565491,False,,,,,,-0.9945054945054945,-0.998625428903524,-1.0,True,False
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-016-a03,issue-77-n1-016-a03,issue-77-n1-016,type010105,calibration,hybrid-fixed-h1,20260908,False,13,13,1,3,12,38.69266360998154,False,False,False,0.07692307692307693,0.23076923076923073,0.25,-0.9945054945054945,-0.998625428903524,-1.0,True,False
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-016-a12,issue-77-n1-016-a12,issue-77-n1-016,type010105,calibration,hybrid-fixed-h1,20260908,False,13,13,1,3,12,38.69266360998154,False,False,False,0.07692307692307693,0.23076923076923073,0.25,-0.9945054945054945,-0.998625428903524,-1.0,True,False
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-001-a00,issue-77-n1-001-a00,issue-77-n1-001,type010103,training,hybrid-fixed-h1,20260909,False,12,12,1,6,12,62.71902722120285,False,False,False,0.08333333333333333,0.25,0.5454545454545454,-0.9930069930069931,-0.9982502173821435,-1.0,True,False
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-001-a07,issue-77-n1-001-a07,issue-77-n1-001,type010103,training,hybrid-fixed-h1,20260909,False,12,12,1,6,12,62.71902722120285,False,False,False,0.08333333333333333,0.25,0.5454545454545454,-0.9930069930069931,-0.9982502173821435,-1.0,True,False
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-003-a00,issue-77-n1-003-a00,issue-77-n1-003,type010103,training,hybrid-fixed-h1,20260909,False,9,9,0,,11,58.40363347530365,False,,,,,,-0.9833333333333333,-0.9958246164193105,-1.0,True,False
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-003-a10,issue-77-n1-003-a10,issue-77-n1-003,type010103,training,hybrid-fixed-h1,20260909,False,9,9,0,,11,58.40363347530365,False,,,,,,-0.9833333333333333,-0.9958246164193105,-1.0,False,
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-004-a07,issue-77-n1-004-a07,issue-77-n1-004,type010103,training,hybrid-fixed-h1,20260909,False,9,9,0,,12,103.45493012666702,False,,,,,,-1.0,-1.0,-1.0,True,False
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-005-a07,issue-77-n1-005-a07,issue-77-n1-005,type010103,training,hybrid-fixed-h1,20260909,True,0,3,1,7,,,,,,,,,,,,False,
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-006-a05,issue-77-n1-006-a05,issue-77-n1-006,type010103,training,hybrid-fixed-h1,20260909,False,13,13,1,5,12,86.0838457942009,False,False,False,0.07692307692307693,0.23076923076923073,0.4166666666666667,-0.9945054945054945,-0.998625428903524,-1.0,True,False
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-006-a11,issue-77-n1-006-a11,issue-77-n1-006,type010103,training,hybrid-fixed-h1,20260909,False,13,13,1,5,12,86.0838457942009,False,False,False,0.07692307692307693,0.23076923076923073,0.4166666666666667,-0.9945054945054945,-0.998625428903524,-1.0,True,False
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-007-a05,issue-77-n1-007-a05,issue-77-n1-007,type010103,calibration,hybrid-fixed-h1,20260909,False,13,13,0,,12,69.59845560789108,False,,,,,,-0.9945054945054945,-0.998625428903524,-1.0,True,False
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-007-a12,issue-77-n1-007-a12,issue-77-n1-007,type010103,calibration,hybrid-fixed-h1,20260909,False,13,13,0,,12,69.59845560789108,False,,,,,,-0.9945054945054945,-0.998625428903524,-1.0,True,False
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-008-a05,issue-77-n1-008-a05,issue-77-n1-008,type010103,calibration,hybrid-fixed-h1,20260909,False,13,13,0,,12,75.61272233724594,False,,,,,,-0.9945054945054945,-0.998625428903524,-1.0,True,False
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-008-a12,issue-77-n1-008-a12,issue-77-n1-008,type010103,calibration,hybrid-fixed-h1,20260909,False,13,13,0,,12,75.61272233724594,False,,,,,,-0.9945054945054945,-0.998625428903524,-1.0,True,False
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-009-a00,issue-77-n1-009-a00,issue-77-n1-009,type010105,training,hybrid-fixed-h1,20260909,False,13,13,0,,12,57.78032863140106,False,,,,,,-0.9945054945054945,-0.998625428903524,-1.0,True,False
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-009-a09,issue-77-n1-009-a09,issue-77-n1-009,type010105,training,hybrid-fixed-h1,20260909,False,13,13,0,,12,57.78032863140106,False,,,,,,-0.9945054945054945,-0.998625428903524,-1.0,True,False
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-010-a06,issue-77-n1-010-a06,issue-77-n1-010,type010105,training,hybrid-fixed-h1,20260909,False,13,13,1,2,12,76.8208743929863,False,False,False,0.07692307692307693,0.23076923076923073,0.16666666666666666,-0.9945054945054945,-0.998625428903524,-1.0,True,False
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-011-a02,issue-77-n1-011-a02,issue-77-n1-011,type010105,training,hybrid-fixed-h1,20260909,False,13,13,1,4,12,64.83064037561417,False,False,False,0.07692307692307693,0.23076923076923073,0.3333333333333333,-0.9945054945054945,-0.998625428903524,-1.0,True,False
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-011-a11,issue-77-n1-011-a11,issue-77-n1-011,type010105,training,hybrid-fixed-h1,20260909,False,13,13,1,4,12,64.83064037561417,False,False,False,0.07692307692307693,0.23076923076923073,0.3333333333333333,-0.9945054945054945,-0.998625428903524,-1.0,True,False
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-012-a08,issue-77-n1-012-a08,issue-77-n1-012,type010105,training,hybrid-fixed-h1,20260909,False,13,13,1,4,12,67.52166444063187,False,False,False,0.07692307692307693,0.23076923076923073,0.3333333333333333,-0.9945054945054945,-0.998625428903524,-1.0,True,False
