slot_identity,state_identity,source_member,family,study_role,ordinal,branch_identity,stratum,issue_87_failure,frozen_replay_count_cost,normalized_cost_position,frozen_cost_span_informative,frozen_replay_terminal_kind,frozen_replay_pig_removed,state_best_observed_pig_removed,is_type010105,published_outcome_first_shot_success,published_engine_channel_pig_removed,issue_87_wall_seconds,issue_87_engine_wall_seconds,dispatched_at_utc,dispatch_index,minutes_since_first_dispatch,live_at_dispatch,dispatch_burst_size,peak_cpu_rss_mib,join_complete,join_issue_80_candidate_table,join_issue_77_n1_coverage,join_issue_77_n1_replay,join_issue_73_headroom_registry,join_issue_87_dispatch_marker,join_issue_87_receipt
oracle--issue-77-n1-008-a12--a12,issue-77-n1-008-a12,issue-77-n1-008,type010103,held_out_evaluation,12,issue-77-n1-008-a12,executed,,67.15571314096451,1.0,True,right_censored,False,False,False,False,False,194.32563972007483,127.86072368687019,2026-09-22T04:38:18Z,132,111.76666666666667,3,1,1281.62109375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-009-a00--a00,issue-77-n1-009-a00,issue-77-n1-009,type010105,predictor_train,0,issue-77-n1-009-a00,executed,,53.23759865760803,0.0058944326404513515,True,right_censored,False,False,True,False,False,221.094807788264,148.64194711996242,2026-09-22T04:38:51Z,133,112.31666666666666,4,1,2457.7734375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-009-a00--a01,issue-77-n1-009-a00,issue-77-n1-009,type010105,predictor_train,1,issue-77-n1-009-a01,executed,,65.89281702041626,0.01939438653669526,True,right_censored,False,False,True,False,False,232.65097827091813,161.13301381841302,2026-09-22T04:39:51Z,134,113.31666666666666,4,1,1809.46484375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-009-a00--a02,issue-77-n1-009-a00,issue-77-n1-009,type010105,predictor_train,2,issue-77-n1-009-a02,executed,,55.09344157576561,0.007874153030533862,True,stable_without_clear,False,False,True,False,False,142.73799707368016,86.11285788100213,2026-09-22T04:40:40Z,135,114.13333333333334,4,1,1705.72265625,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-009-a00--a03,issue-77-n1-009-a00,issue-77-n1-009,type010105,predictor_train,3,issue-77-n1-009-a03,executed,,572.3116657733917,0.5596166817478084,True,right_censored,False,False,True,False,False,226.92323286877945,147.8167871660553,2026-09-22T04:42:13Z,136,115.68333333333334,4,1,3101.7734375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-009-a00--a04,issue-77-n1-009-a00,issue-77-n1-009,type010105,predictor_train,4,issue-77-n1-009-a04,executed,,985.138783454895,1.0,True,right_censored,False,False,True,False,False,224.48968245834112,149.41192314587533,2026-09-22T04:43:22Z,137,116.83333333333333,3,1,1112.2578125,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-009-a00--a05,issue-77-n1-009-a00,issue-77-n1-009,type010105,predictor_train,5,issue-77-n1-009-a05,executed,,962.346066236496,0.9756858694336877,True,right_censored,False,False,True,False,False,232.79840982705355,161.1118779690005,2026-09-22T04:43:50Z,138,117.3,3,1,1080.29296875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-009-a00--a06,issue-77-n1-009-a00,issue-77-n1-009,type010105,predictor_train,6,issue-77-n1-009-a06,executed,,93.38483709096909,0.04872149831200865,True,stable_without_clear,False,False,True,False,False,140.60894129471853,85.12599556008354,2026-09-22T04:44:16Z,139,117.73333333333333,4,1,1358.6875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-009-a00--a07,issue-77-n1-009-a00,issue-77-n1-009,type010105,predictor_train,7,issue-77-n1-009-a07,executed,,52.6568708717823,0.005274941288334098,True,right_censored,False,False,True,False,False,211.6089719478041,132.6260166610591,2026-09-22T04:46:57Z,140,120.41666666666667,3,1,1074.69921875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-009-a00--a08,issue-77-n1-009-a00,issue-77-n1-009,type010105,predictor_train,8,issue-77-n1-009-a08,executed,,153.47915995121002,0.11282711583524718,True,right_censored,False,False,True,False,False,217.93184545217082,140.5686228130944,2026-09-22T04:47:35Z,141,121.05,3,1,2308.16015625,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-009-a00--a09,issue-77-n1-009-a00,issue-77-n1-009,type010105,predictor_train,9,issue-77-n1-009-a09,executed,,47.711999624967575,0.0,True,right_censored,False,False,True,False,False,216.32656619371846,140.32166038127616,2026-09-22T04:48:01Z,142,121.48333333333333,3,1,1081.26171875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-009-a00--a10,issue-77-n1-009-a00,issue-77-n1-009,type010105,predictor_train,10,issue-77-n1-009-a10,executed,,58.17456737160683,0.011160943902086568,True,stable_without_clear,False,False,True,False,False,208.60782075533643,142.3061953978613,2026-09-22T04:48:28Z,143,121.93333333333334,4,1,1195.23046875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-009-a00--a11,issue-77-n1-009-a00,issue-77-n1-009,type010105,predictor_train,11,issue-77-n1-009-a11,executed,,165.67661952972412,0.12583875555891763,True,right_censored,False,False,True,False,False,223.47002655593678,148.53152285236865,2026-09-22T04:51:33Z,144,125.01666666666667,3,1,2372.02734375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-009-a00--a12,issue-77-n1-009-a00,issue-77-n1-009,type010105,predictor_train,12,issue-77-n1-009-a12,executed,,54.643709152936935,0.007394400978868281,True,stable_without_clear,False,False,True,False,False,150.66052182624117,86.09127148473635,2026-09-22T04:52:02Z,145,125.5,2,1,2427.375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-009-a09--a00,issue-77-n1-009-a09,issue-77-n1-009,type010105,predictor_train,0,issue-77-n1-009-a00,timeout,TimeoutError: timed out,53.23759865760803,0.0058944326404513515,True,right_censored,False,False,True,,,191.23151924693957,,2026-09-22T04:52:28Z,146,125.93333333333334,3,2,954.55078125,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-009-a09--a01,issue-77-n1-009-a09,issue-77-n1-009,type010105,predictor_train,1,issue-77-n1-009-a01,executed,,65.89281702041626,0.01939438653669526,True,right_censored,False,False,True,False,False,233.2329826890491,161.8402825309895,2026-09-22T04:52:29Z,147,125.95,4,2,1077.5703125,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-009-a09--a02,issue-77-n1-009-a09,issue-77-n1-009,type010105,predictor_train,2,issue-77-n1-009-a02,executed,,55.09344157576561,0.007874153030533862,True,stable_without_clear,False,False,True,False,False,129.64983121212572,75.07261189399287,2026-09-22T04:55:39Z,148,129.11666666666667,3,1,1689.3359375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-009-a09--a03,issue-77-n1-009-a09,issue-77-n1-009,type010105,predictor_train,3,issue-77-n1-009-a03,timeout,TimeoutError: timed out,572.3116657733917,0.5596166817478084,True,right_censored,False,False,True,,,191.2404802069068,,2026-09-22T04:56:16Z,149,129.73333333333332,3,2,952.17578125,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-009-a09--a04,issue-77-n1-009-a09,issue-77-n1-009,type010105,predictor_train,4,issue-77-n1-009-a04,executed,,985.138783454895,1.0,True,right_censored,False,False,True,False,False,215.83270266884938,142.13640351267532,2026-09-22T04:56:18Z,150,129.76666666666668,4,2,1100.78515625,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-009-a09--a05,issue-77-n1-009-a09,issue-77-n1-009,type010105,predictor_train,5,issue-77-n1-009-a05,executed,,962.346066236496,0.9756858694336877,True,right_censored,False,False,True,False,False,211.0423330180347,134.59406254487112,2026-09-22T04:57:33Z,151,131.01666666666668,4,1,2300.0546875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-009-a09--a06,issue-77-n1-009-a09,issue-77-n1-009,type010105,predictor_train,6,issue-77-n1-009-a06,executed,,93.38483709096909,0.04872149831200865,True,stable_without_clear,False,False,True,False,False,135.75524390675128,79.26305976277217,2026-09-22T04:58:46Z,152,132.23333333333332,4,1,1256.38671875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-009-a09--a07,issue-77-n1-009-a09,issue-77-n1-009,type010105,predictor_train,7,issue-77-n1-009-a07,timeout,TimeoutError: timed out,52.6568708717823,0.005274941288334098,True,right_censored,False,False,True,,,191.32952534593642,,2026-09-22T05:00:40Z,153,134.13333333333333,3,2,953.484375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-009-a09--a08,issue-77-n1-009-a09,issue-77-n1-009,type010105,predictor_train,8,issue-77-n1-009-a08,executed,,153.47915995121002,0.11282711583524718,True,right_censored,False,False,True,False,False,221.97039898810908,148.01563778193668,2026-09-22T05:00:42Z,154,134.16666666666666,4,2,1471.35546875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-009-a09--a09,issue-77-n1-009-a09,issue-77-n1-009,type010105,predictor_train,9,issue-77-n1-009-a09,timeout,TimeoutError: timed out,47.711999624967575,0.0,True,right_censored,False,False,True,,,191.32685848977417,,2026-09-22T05:02:00Z,155,135.46666666666667,3,2,956.18359375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-009-a09--a10,issue-77-n1-009-a09,issue-77-n1-009,type010105,predictor_train,10,issue-77-n1-009-a10,executed,,58.17456737160683,0.011160943902086568,True,stable_without_clear,False,False,True,False,False,204.80694339284673,137.5562656717375,2026-09-22T05:02:02Z,156,135.5,4,2,1097.984375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-009-a09--a11,issue-77-n1-009-a09,issue-77-n1-009,type010105,predictor_train,11,issue-77-n1-009-a11,executed,,165.67661952972412,0.12583875555891763,True,right_censored,False,False,True,False,False,213.7329443357885,134.99690358387306,2026-09-22T05:04:46Z,157,138.23333333333332,3,1,1140.18359375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-009-a09--a12,issue-77-n1-009-a09,issue-77-n1-009,type010105,predictor_train,12,issue-77-n1-009-a12,executed,,54.643709152936935,0.007394400978868281,True,stable_without_clear,False,False,True,False,False,154.6172663657926,90.70176186412573,2026-09-22T05:05:22Z,158,138.83333333333334,3,1,1061.9140625,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-010-a06--a00,issue-77-n1-010-a06,issue-77-n1-010,type010105,controller_only,0,issue-77-n1-010-a00,executed,,72.00889158248901,1.0,True,right_censored,False,True,True,False,False,174.15953403990716,119.27614532224834,2026-09-22T05:05:50Z,159,139.3,3,1,2034.61328125,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-010-a06--a01,issue-77-n1-010-a06,issue-77-n1-010,type010105,controller_only,1,issue-77-n1-010-a01,executed,,68.92537653446198,0.9202129203179041,True,right_censored,False,True,True,False,False,183.86366224614903,129.9284485927783,2026-09-22T05:06:18Z,160,139.76666666666668,4,1,1022.09375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-010-a06--a02,issue-77-n1-010-a06,issue-77-n1-010,type010105,controller_only,2,issue-77-n1-010-a02,timeout,TimeoutError: timed out,69.434641122818,0.9333903278082388,True,right_censored,True,True,True,,,191.20281345862895,,2026-09-22T05:09:11Z,161,142.65,2,2,952.875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-010-a06--a03,issue-77-n1-010-a06,issue-77-n1-010,type010105,controller_only,3,issue-77-n1-010-a03,executed,,60.020332992076874,0.6897916615848145,True,right_censored,False,True,True,False,False,180.649258852005,121.02630731789395,2026-09-22T05:09:13Z,162,142.68333333333334,3,2,1049.90625,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-010-a06--a04,issue-77-n1-010-a06,issue-77-n1-010,type010105,controller_only,4,issue-77-n1-010-a04,executed,,33.36209487915039,0.0,True,right_censored,False,True,True,False,False,176.41073685977608,123.70740474201739,2026-09-22T05:09:54Z,163,143.36666666666667,3,1,1045.9375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-010-a06--a05,issue-77-n1-010-a06,issue-77-n1-010,type010105,controller_only,5,issue-77-n1-010-a05,executed,,52.27464836835861,0.48936923891481027,True,stable_without_clear,False,True,True,False,False,88.2357771852985,42.902769167441875,2026-09-22T05:10:34Z,164,144.03333333333333,4,1,1427.17578125,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-010-a06--a06,issue-77-n1-010-a06,issue-77-n1-010,type010105,controller_only,6,issue-77-n1-010-a06,timeout,TimeoutError: timed out,68.07097542285919,0.8981049790527753,True,stable_without_clear,False,True,True,,,191.22546751704067,,2026-09-22T05:12:50Z,165,146.3,2,3,954.67578125,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-010-a06--a07,issue-77-n1-010-a06,issue-77-n1-010,type010105,controller_only,7,issue-77-n1-010-a07,timeout,TimeoutError: timed out,68.0274338722229,0.8969783255044741,True,stable_without_clear,False,True,True,,,191.28176964307204,,2026-09-22T05:12:51Z,166,146.31666666666666,2,3,951.51171875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-010-a06--a08,issue-77-n1-010-a06,issue-77-n1-010,type010105,controller_only,8,issue-77-n1-010-a08,executed,,67.9593740105629,0.8952172516907129,True,stable_without_clear,False,True,True,False,False,130.3844980392605,80.88342949794605,2026-09-22T05:12:52Z,167,146.33333333333334,3,3,1053.15234375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-010-a06--a09,issue-77-n1-010-a06,issue-77-n1-010,type010105,controller_only,9,issue-77-n1-010-a09,executed,,46.95053142309189,0.3516057656278565,True,right_censored,False,True,True,False,False,176.9736332059838,121.92763309786096,2026-09-22T05:13:41Z,168,147.15,4,1,1053.68359375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-010-a06--a10,issue-77-n1-010-a06,issue-77-n1-010,type010105,controller_only,10,issue-77-n1-010-a10,executed,,71.4433536529541,0.9853664992243444,True,right_censored,False,True,True,False,False,176.76319665368646,75.85316039109603,2026-09-22T05:15:50Z,169,149.3,4,1,1066.4765625,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-010-a06--a11,issue-77-n1-010-a06,issue-77-n1-010,type010105,controller_only,11,issue-77-n1-010-a11,timeout,TimeoutError: timed out,67.96008533239365,0.8952356574032538,True,right_censored,False,True,True,,,191.2264432478696,,2026-09-22T05:17:03Z,170,150.51666666666668,2,2,953.53515625,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-010-a06--a12,issue-77-n1-010-a06,issue-77-n1-010,type010105,controller_only,12,issue-77-n1-010-a12,executed,,70.09206658601761,0.9504014521258934,True,right_censored,False,True,True,False,False,182.05597076984122,124.18458344601095,2026-09-22T05:17:04Z,171,150.53333333333333,3,2,1344.83984375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-011-a02--a00,issue-77-n1-011-a02,issue-77-n1-011,type010105,predictor_train,0,issue-77-n1-011-a00,executed,,56.32204958796501,0.8958595304252489,True,right_censored,False,True,True,False,False,179.14234387828037,124.56900775199756,2026-09-22T05:17:43Z,172,151.18333333333334,4,1,2085.66796875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-011-a02--a01,issue-77-n1-011-a02,issue-77-n1-011,type010105,predictor_train,1,issue-77-n1-011-a01,executed,,51.91205874085426,0.5215128733824853,True,right_censored,False,True,True,False,False,168.5645552831702,108.48515165271237,2026-09-22T05:19:46Z,173,153.23333333333332,4,1,1157.03125,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-011-a02--a02,issue-77-n1-011-a02,issue-77-n1-011,type010105,predictor_train,2,issue-77-n1-011-a02,timeout,TimeoutError: timed out,52.42196875810623,0.564797115225289,True,stable_without_clear,False,True,True,,,191.23411532584578,,2026-09-22T05:20:47Z,174,154.25,2,2,952.296875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-011-a02--a03,issue-77-n1-011-a02,issue-77-n1-011,type010105,predictor_train,3,issue-77-n1-011-a03,executed,,52.13456201553345,0.5404002951357052,True,native_fail,False,True,True,False,False,130.6857574977912,81.71191891096532,2026-09-22T05:20:48Z,175,154.26666666666668,3,2,1037.71875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-011-a02--a04,issue-77-n1-011-a02,issue-77-n1-011,type010105,predictor_train,4,issue-77-n1-011-a04,executed,,54.68329203128815,0.7567518918124685,True,native_clear,True,True,True,True,True,188.53694267058745,94.36498246807605,2026-09-22T05:21:31Z,176,154.98333333333332,4,1,1989.44140625,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-011-a02--a05,issue-77-n1-011-a02,issue-77-n1-011,type010105,predictor_train,5,issue-77-n1-011-a05,timeout,TimeoutError: timed out,47.01399940252304,0.10573601513737867,True,right_censored,False,True,True,,,191.25457288092002,,2026-09-22T05:23:41Z,177,157.15,3,2,954.609375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-011-a02--a06,issue-77-n1-011-a02,issue-77-n1-011,type010105,predictor_train,6,issue-77-n1-011-a06,executed,,52.27180501818657,0.5520503100738013,True,stable_without_clear,False,True,True,False,False,95.01185377407819,51.52800981188193,2026-09-22T05:23:43Z,178,157.18333333333334,4,2,1005.7890625,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-011-a02--a07,issue-77-n1-011-a02,issue-77-n1-011,type010105,predictor_train,7,issue-77-n1-011-a07,executed,,52.35492846369743,0.5591063301490482,True,stable_without_clear,False,True,True,False,False,103.03587208967656,57.90118860360235,2026-09-22T05:25:13Z,179,158.68333333333334,3,1,1403.25,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-011-a02--a08,issue-77-n1-011-a02,issue-77-n1-011,type010105,predictor_train,8,issue-77-n1-011-a08,executed,,52.02807167172432,0.5313607516095777,True,stable_without_clear,False,True,True,False,False,117.43622255511582,70.35019458411261,2026-09-22T05:25:58Z,180,159.43333333333334,3,1,1020.51953125,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-011-a02--a09,issue-77-n1-011-a02,issue-77-n1-011,type010105,predictor_train,9,issue-77-n1-011-a09,executed,,45.768376260995865,0.0,True,right_censored,False,True,True,False,False,153.92697831476107,97.24527842178941,2026-09-22T05:26:44Z,181,160.2,4,1,1053.25390625,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-011-a02--a10,issue-77-n1-011-a02,issue-77-n1-011,type010105,predictor_train,10,issue-77-n1-011-a10,timeout,TimeoutError: timed out,57.54887640476227,1.0,True,right_censored,False,True,True,,,191.2178077697754,,2026-09-22T05:27:47Z,182,161.25,3,2,954.1953125,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-011-a02--a11,issue-77-n1-011-a02,issue-77-n1-011,type010105,predictor_train,11,issue-77-n1-011-a11,executed,,52.2774258852005,0.5525274432129156,True,native_fail,False,True,True,False,False,148.79468348855153,96.6111675449647,2026-09-22T05:27:48Z,183,161.26666666666668,4,2,1749.2734375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-011-a02--a12,issue-77-n1-011-a02,issue-77-n1-011,type010105,predictor_train,12,issue-77-n1-011-a12,executed,,52.74655041098595,0.5923495662179122,True,native_fail,False,True,True,False,False,151.4887246270664,98.7643703809008,2026-09-22T05:29:17Z,184,162.75,4,1,1049.54296875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-011-a11--a00,issue-77-n1-011-a11,issue-77-n1-011,type010105,predictor_train,0,issue-77-n1-011-a00,executed,,56.32204958796501,0.8958595304252489,True,right_censored,False,True,True,False,False,162.0332256560214,104.97936222236603,2026-09-22T05:30:46Z,185,164.23333333333332,3,1,1221.72265625,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-011-a11--a01,issue-77-n1-011-a11,issue-77-n1-011,type010105,predictor_train,1,issue-77-n1-011-a01,executed,,51.91205874085426,0.5215128733824853,True,right_censored,False,True,True,False,False,166.96165896905586,112.57741666212678,2026-09-22T05:31:27Z,186,164.91666666666666,3,1,1049.64453125,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-011-a11--a02,issue-77-n1-011-a11,issue-77-n1-011,type010105,predictor_train,2,issue-77-n1-011-a02,executed,,52.42196875810623,0.564797115225289,True,stable_without_clear,False,True,True,False,False,107.05162982735783,62.20188960805535,2026-09-22T05:31:59Z,187,165.45,3,1,1033.04296875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-011-a11--a03,issue-77-n1-011-a11,issue-77-n1-011,type010105,predictor_train,3,issue-77-n1-011-a03,executed,,52.13456201553345,0.5404002951357052,True,native_fail,False,True,True,False,False,132.19299320084974,84.94468093942851,2026-09-22T05:32:29Z,188,165.95,4,1,1016.65234375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-011-a11--a04,issue-77-n1-011-a11,issue-77-n1-011,type010105,predictor_train,4,issue-77-n1-011-a04,timeout,TimeoutError: timed out,54.68329203128815,0.7567518918124685,True,native_clear,True,True,True,,,191.21938749030232,,2026-09-22T05:34:34Z,189,168.03333333333333,2,2,954.5625,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-011-a11--a05,issue-77-n1-011-a11,issue-77-n1-011,type010105,predictor_train,5,issue-77-n1-011-a05,executed,,47.01399940252304,0.10573601513737867,True,right_censored,False,True,True,False,False,178.2814555671066,121.26926305098459,2026-09-22T05:34:35Z,190,168.05,3,2,1059.17578125,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-011-a11--a06,issue-77-n1-011-a11,issue-77-n1-011,type010105,predictor_train,6,issue-77-n1-011-a06,executed,,52.27180501818657,0.5520503100738013,True,stable_without_clear,False,True,True,False,False,84.42034270660952,39.66701504262164,2026-09-22T05:35:22Z,191,168.83333333333334,3,1,1033.234375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-011-a11--a07,issue-77-n1-011-a11,issue-77-n1-011,type010105,predictor_train,7,issue-77-n1-011-a07,executed,,52.35492846369743,0.5591063301490482,True,stable_without_clear,False,True,True,False,False,111.9631163040176,67.28391954023391,2026-09-22T05:36:08Z,192,169.6,4,1,1053.87890625,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-011-a11--a08,issue-77-n1-011-a11,issue-77-n1-011,type010105,predictor_train,8,issue-77-n1-011-a08,executed,,52.02807167172432,0.5313607516095777,True,stable_without_clear,False,True,True,False,False,116.64745889604092,65.01856476999819,2026-09-22T05:37:43Z,193,171.18333333333334,3,1,1014.41015625,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-011-a11--a09,issue-77-n1-011-a11,issue-77-n1-011,type010105,predictor_train,9,issue-77-n1-011-a09,executed,,45.768376260995865,0.0,True,right_censored,False,True,True,False,False,180.32055833702907,123.47106070164591,2026-09-22T05:38:14Z,194,171.7,2,1,1025.34375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-011-a11--a10,issue-77-n1-011-a11,issue-77-n1-011,type010105,predictor_train,10,issue-77-n1-011-a10,timeout,TimeoutError: timed out,57.54887640476227,1.0,True,right_censored,False,True,True,,,191.21412759600207,,2026-09-22T05:38:44Z,195,172.2,3,2,954.58203125,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-011-a11--a11,issue-77-n1-011-a11,issue-77-n1-011,type010105,predictor_train,11,issue-77-n1-011-a11,executed,,52.2774258852005,0.5525274432129156,True,native_fail,False,True,True,False,False,134.81557782413438,80.71120020793751,2026-09-22T05:38:45Z,196,172.21666666666667,4,2,1033.15234375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-011-a11--a12,issue-77-n1-011-a11,issue-77-n1-011,type010105,predictor_train,12,issue-77-n1-011-a12,executed,,52.74655041098595,0.5923495662179122,True,native_fail,False,True,True,False,False,140.30262515880167,86.89150409866124,2026-09-22T05:41:03Z,197,174.51666666666668,3,1,1047.65234375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-012-a08--a00,issue-77-n1-012-a08,issue-77-n1-012,type010105,predictor_train,0,issue-77-n1-012-a00,executed,,67.90992146730423,0.7589133768082279,True,right_censored,False,True,True,False,False,184.86534011922777,118.57470025215298,2026-09-22T05:41:48Z,198,175.26666666666668,3,1,1089.40234375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-012-a08--a01,issue-77-n1-012-a08,issue-77-n1-012,type010105,predictor_train,1,issue-77-n1-012-a01,executed,,61.771988332271576,0.4129178571353213,True,right_censored,False,True,True,False,False,198.9970647948794,132.57589108590037,2026-09-22T05:42:18Z,199,175.76666666666668,3,1,1078.1796875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-012-a08--a02,issue-77-n1-012-a08,issue-77-n1-012,type010105,predictor_train,2,issue-77-n1-012-a02,executed,,54.44685822725296,0.0,True,right_censored,False,True,True,False,False,171.32435000268742,107.36826700763777,2026-09-22T05:43:03Z,200,176.51666666666668,4,1,1088.96484375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
